Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
22,1142349049,samjeffcoat (15/20),0,229.3,P Mike Foltynewicz P Yovani Gallardo SS Manny Machado OF Ronald Acuña Jr. 1B Joey Gallo OF Joc Pederson 2B Brian Dozier OF Cody Bellinger 3B Justin Turner C Austin Hedges,,Clayton Kershaw,P,11.47%,23.3
23,1142373960,chrish_30 (6/20),0,229.15,P Clayton Kershaw P Jason Vargas OF Shin-soo Choo 2B Rougned Odor 1B Joey Gallo OF Joc Pederson SS Elvis Andrus OF Cody Bellinger 3B Adrián Beltré C Austin Hedges,,Rougned Odor,2B,11.30%,32
24,1142255845,Mgoblue1017 (16/20),0,227.75,P Max Scherzer P Jason Vargas 2B Rougned Odor OF Joey Gallo SS Elvis Andrus OF Steve Pearce OF Mark Trumbo 1B Chris Davis 3B Adrián Beltré C Caleb Joseph,,Matt Adams,1B,10.05%,0
25,1142320002,deliverance,0,227.65,P Mike Montgomery P Brian Johnson OF Mookie Betts OF J.D. Martinez OF Shin-soo Choo 2B Rougned Odor SS Jurickson Profar 1B Steve Pearce 3B Adrián Beltré C Mike Zunino,,Daniel Murphy,2B,10.02%,9
26,1142188875,lsduke (2/2),0,227.55,P Nick Pivetta P Brian Johnson OF Mookie Betts OF J.D. Martinez 2B Ian Kinsler SS Jurickson Profar OF Dee Gordon 1B Steve Pearce 3B Eduardo Núñez C Tyler Flowers,,Mookie Betts,OF,9.96%,31
27,1142204151,guru5050 (2/20),0,226.35,P Max Scherzer P Robbie Erlin OF Joey Gallo OF Nelson Cruz SS Elvis Andrus 2B Dee Gordon 1B Steve Pearce OF Mark Trumbo 3B Adrián Beltré C Mike Zunino,,Yovani Gallardo,P,9.95%,7.4
28,1142002726,britdevine (12/20),0,225.75,P Max Scherzer P Jason Vargas SS Manny Machado C Yasmani Grandal OF Joc Pederson OF Steve Pearce OF Cody Bellinger 3B Justin Turner 1B Justin Bour 2B Jonathan Villar,,Robbie Erlin,P,9.63%,19.45
29,1142394559,Mokigarim (9/20),0,225.6,P Nick Pivetta SS Manny Machado 2B Rougned Odor C Yasmani Grandal OF Joey Gallo OF Nelson Cruz 1B Max Muncy OF Cody Bellinger 3B Justin Turner P Pablo López,,Rhys Hoskins,OF,9.20%,19
30,1142394557,Mokigarim (7/20),0,224.6,P Nick Pivetta SS Trea Turner OF Giancarlo Stanton C Yasmani Grandal 1B Matt Adams OF Joc Pederson 2B Brian Dozier OF Cody Bellinger 3B Justin Turner P Pablo López,,Freddie Freeman,1B,9.08%,12
31,1142390911,Jandaman19,0,224.4,P Max Scherzer OF Nelson Cruz OF Wil Myers 3B Eugenio Suárez 1B Steve Pearce OF Mark Trumbo 2B Brian Dozier SS José Peraza C Austin Hedges P Pablo López,,Wilmer Flores,3B,8.83%,8
32,1142218347,JPLMessy (3/4),0,224.35,P Clayton Kershaw P Félix Hernández SS Manny Machado OF Yasiel Puig OF David Peralta 1B Kendrys Morales OF Steve Pearce 2B Brian Dozier 3B Justin Turner C Caleb Joseph,,Jhoulys Chacín,P,8.80%,-6.25
33,1142328399,tbello22 (10/10),0,223.75,P Madison Bumgarner OF Bryce Harper SS Trea Turner OF Ronald Acuña Jr. OF Joey Gallo 2B Brian Dozier 1B Cody Bellinger 3B Eduardo Núñez C Mike Zunino P Pablo López,,Nick Markakis,OF,8.76%,2
34,1142234064,BeltWieldindad (8/20),0,223.55,P Nick Pivetta P Brian Johnson OF Mookie Betts 2B Rougned Odor C Yasmani Grandal OF Joc Pederson SS Elvis Andrus 1B Carlos Santana OF Cody Bellinger 3B Adrián Beltré,,Austin Hedges,C,8.69%,26
35,1142382256,Dlhussier (2/2),0,223.35,P Madison Bumgarner P Nick Pivetta OF Ronald Acuña Jr. SS Elvis Andrus OF Hunter Renfroe 1B Steve Pearce 2B Brian Dozier OF Cody Bellinger 3B Yangervis Solarte C Austin Hedges,,J.D. Martinez,OF,8.67%,26
35,1142390121,nyo420 (17/20),0,223.35,P Mike Foltynewicz P Brian Johnson OF Mookie Betts OF Bryce Harper SS Elvis Andrus 3B Johan Camargo OF Steve Pearce 1B Chris Davis 2B Jonathan Villar C Austin Hedges,,Adam Duvall,OF,8.51%,4
37,1142149146,mmeiselman731 (12/20),0,223.15,P Clayton Kershaw P Jason Vargas C Yasmani Grandal SS Jurickson Profar OF Joey Gallo OF Joc Pederson 1B Max Muncy 2B Brian Dozier OF Cody Bellinger 3B Adrián Beltré,,Anthony Rendon,3B,8.19%,3
37,1142366672,throwssmoke (8/20),0,223.15,P Nick Pivetta P Félix Hernández OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 2B Ian Kinsler 1B Steve Pearce SS Tim Beckham 3B Kyle Seager C Austin Hedges,,Trea Turner,SS,8.14%,37
39,1142323102,violetpvt (5/10),0,222.95,P Zack Greinke P Robbie Erlin 2B Rougned Odor OF Ronald Acuña Jr. OF Joey Gallo OF Joc Pederson 1B Steve Pearce 3B Adrián Beltré SS Tim Beckham C Tyler Flowers,,Jason Vargas,P,7.99%,11.85
40,1142228242,tbarf8997 (20/20),0,222.75,P Clayton Kershaw P Brian Johnson OF Shin-soo Choo 2B Rougned Odor SS Johan Camargo 1B Steve Pearce OF Mark Trumbo OF Cody Bellinger 3B Tim Beckham C Caleb Joseph,,Eduardo Núñez,2B,7.83%,12
41,1142401883,NorikoSenpai (8/20),0,222.6,P Nick Pivetta OF Shin-soo Choo 2B Rougned Odor OF Ronald Acuña Jr. C Yasmani Grandal OF Joey Gallo SS Elvis Andrus 1B Cody Bellinger 3B Justin Turner P Pablo López,,Willson Contreras,C,7.69%,4
42,1142169385,sellout075 (13/20),0,222.55,P Nick Pivetta P Brian Johnson OF Bryce Harper SS Manny Machado OF Nelson Cruz C Willson Contreras OF Joc Pederson 3B Max Muncy 2B Brian Dozier 1B Cody Bellinger,,CC Sabathia,P,7.63%,2.55
42,1142234069,BeltWieldindad (13/20),0,222.55,P Nick Pivetta P Brian Johnson OF Mookie Betts 2B Rougned Odor C Yasmani Grandal OF Joc Pederson SS Elvis Andrus 1B Carlos Santana OF Willie Calhoun 3B Justin Turner,,Juan Soto,OF,7.60%,10
42,1142260323,champceb (11/20),0,222.55,P Nick Pivetta P Brian Johnson OF Mookie Betts OF J.D. Martinez 2B Rougned Odor OF Andrew Benintendi 1B Steve Pearce 3B Eduardo Núñez SS Dansby Swanson C Tyler Flowers,,Javier Báez,2B,7.55%,0
45,1142173098,tampayardie,0,222.5,P Félix Hernández P Brian Johnson OF Mookie Betts OF J.D. Martinez OF Rhys Hoskins 2B Rougned Odor SS Elvis Andrus 3B Brian Anderson 1B Steve Pearce C Buster Posey,,Ozzie Albies,2B,7.53%,15
45,1142388239,ncsuwhitebread (5/8),0,222.5,P Nick Pivetta P Yovani Gallardo OF Shin-soo Choo 2B Rougned Odor OF Ronald Acuña Jr. 3B Jurickson Profar 1B Joey Gallo SS Elvis Andrus OF Steve Pearce C Tyler Flowers,,Yasmani Grandal,C,7.49%,13
47,1142133387,Thrill22 (2/3),0,222.35,P Madison Bumgarner P Nick Pivetta OF Mookie Betts OF Ronald Acuña Jr. 1B Steve Pearce OF Mark Trumbo 3B Maikel Franco SS Freddy Galvis 2B Alen Hanson C Austin Hedges,,Trey Mancini,OF,7.28%,19
47,1142204170,guru5050 (8/20),0,222.35,P Mike Foltynewicz P Robbie Erlin OF Mookie Betts OF J.D. Martinez 2B Ian Kinsler OF Nelson Cruz 1B Steve Pearce 3B Adrián Beltré C Blake Swihart SS Freddy Galvis,,Gleyber Torres,2B,7.26%,2
47,1142402966,cardshow (2/4),0,222.35,P Zack Greinke P Jason Vargas SS Trea Turner OF Adam Eaton C Yasmani Grandal OF Joc Pederson 1B Steve Pearce OF Matt Kemp 2B Brian Dozier 3B Justin Turner,,Kyle Seager,3B,7.13%,3
50,1142179542,ashjaynes,0,222.25,P Mike Montgomery P Félix Hernández OF Mookie Betts SS Manny Machado OF Shin-soo Choo 2B Rougned Odor 3B Jurickson Profar 1B Max Muncy OF Steve Pearce C Austin Hedges,,Blake Swihart,C,6.93%,0
51,1142377989,l800Eddie (5/20),0,222.15,P Nick Pivetta P Félix Hernández OF Mookie Betts SS Trea Turner OF Andrew Benintendi 1B Joey Gallo OF Steve Pearce 3B Eduardo Núñez C Blake Swihart 2B Jonathan Villar,,Jeff Mathis,C,6.84%,0
52,1142156488,Sukiey (1/3),0,222,P Mike Foltynewicz P Nick Pivetta OF Joey Gallo SS Elvis Andrus 1B Steve Pearce OF Mark Trumbo OF Trey Mancini 2B Eduardo Núñez 3B Yangervis Solarte C Austin Hedges,,Renato Núñez,3B,6.84%,8
53,1142160375,cantgetitright21,0,221.95,P Zack Greinke P Robbie Erlin OF J.D. Martinez SS Manny Machado 3B Miguel Andújar 1B Max Muncy OF Steve Pearce 2B Brian Dozier OF Cody Bellinger C Austin Hedges,,Nelson Cruz,OF,6.80%,30
53,1142189910,Stoneamaker (13/20),0,221.95,P Zack Greinke P Robbie Erlin OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 1B Steve Pearce 3B Adrián Beltré SS Tim Beckham 2B Jonathan Villar C Austin Hedges,,Paul Goldschmidt,1B,6.53%,2
55,1142386138,michaellane74 (1/2),0,221.75,P Max Scherzer P Jason Vargas OF Shin-soo Choo 2B Rougned Odor OF Joey Gallo OF Steve Pearce 1B Chris Davis SS Tim Beckham 3B Eduardo Núñez C Austin Hedges,,Mason Williams,OF,6.53%,0
56,1142418681,CurtisG412,0,221.7,P Madison Bumgarner P Brian Johnson OF Shin-soo Choo 2B Rougned Odor 3B Jurickson Profar OF Joey Gallo OF Adam Jones 1B Steve Pearce SS Tim Beckham C Caleb Joseph,,Austin Romine,C,6.44%,5
57,1142380019,jaymeek8 (2/2),0,221.55,P Nick Pivetta P Robbie Erlin OF Bryce Harper SS Trea Turner OF Rhys Hoskins 2B Gleyber Torres OF Ronald Acuña Jr. 3B Miguel Andújar 1B Steve Pearce C Austin Hedges,,Max Muncy,1B,6.40%,18
58,1142134642,konartist96 (2/6),0,221.15,P Clayton Kershaw P Jason Vargas OF J.D. Martinez 2B Rougned Odor 1B Joey Gallo SS Elvis Andrus OF Steve Pearce 3B Eduardo Núñez OF Delino DeShields C Blake Swihart,,Brian Dozier,2B,6.40%,27
59,1142417494,lincolngil,0,220.85,P Yovani Gallardo P Brian Johnson OF Mookie Betts OF J.D. Martinez SS Trea Turner OF Rhys Hoskins 2B Scooter Gennett 3B Eugenio Suárez 1B Steve Pearce C Blake Swihart,,Odúbel Herrera,OF,6.31%,3
60,1142077190,jgAllDay (12/20),0,220.75,P Max Scherzer C Yasmani Grandal 1B Joey Gallo OF Joc Pederson SS Elvis Andrus 2B Brian Dozier OF Cody Bellinger 3B Justin Turner OF Delino DeShields P Tyler Clippard,,Dee Gordon,2B,6.20%,12
61,1142243158,galexander21 (8/20),0,220.55,P Nick Pivetta P Robbie Erlin OF J.D. Martinez SS Manny Machado OF Ronald Acuña Jr. C Yasmani Grandal 1B Joey Gallo OF Joc Pederson 3B Max Muncy 2B Brian Dozier,,Carlos Santana,1B,6.17%,8
62,1142326503,SteelerWalt (1/3),0,220.3,P Nick Pivetta P Mike Montgomery 2B Rougned Odor C Yasmani Grandal OF Joc Pederson 3B Max Muncy OF Hunter Renfroe OF Steve Pearce 1B Cody Bellinger SS Tim Beckham,,Matt Wieters,C,6.09%,5
63,1142427764,topspacey (12/16),0,220.2,P Jhoulys Chacín P Brian Johnson OF Mookie Betts OF J.D. Martinez SS Trea Turner OF Andrew Benintendi 2B Ian Kinsler 1B Steve Pearce 3B Renato Núñez C Erik Kratz,,Andrew Cashner,P,6.03%,-20.25
64,1142149148,mmeiselman731 (14/20),0,220.15,P Clayton Kershaw P Jason Vargas 2B Rougned Odor C Yasmani Grandal OF Joc Pederson SS Elvis Andrus 1B Max Muncy OF Willie Calhoun OF Cody Bellinger 3B Justin Turner,,Dansby Swanson,SS,6.01%,0
65,1142404056,christian235,0,219.95,P Zack Greinke P Robbie Erlin OF Shin-soo Choo 2B Rougned Odor OF Joey Gallo OF Nelson Cruz SS Elvis Andrus 1B Steve Pearce 3B Tim Beckham C Tyler Flowers,,Maikel Franco,3B,5.94%,18
66,1142259305,BMO999 (20/20),0,219.6,P Nick Pivetta OF Mookie Betts OF J.D. Martinez OF Joey Gallo SS Elvis Andrus 1B Steve Pearce 3B Adrián Beltré 2B Eduardo Núñez C Tyler Flowers P Pablo López,,Miguel Andújar,3B,5.83%,0
66,1142310454,phatsneff (6/8),0,219.6,P Zack Greinke P Nick Pivetta OF Joc Pederson OF Steve Pearce OF Mark Trumbo 3B Christian Villanueva 1B Cody Bellinger SS Tim Beckham 2B Jonathan Villar C Austin Hedges,,Mike Zunino,C,5.76%,6
68,1142275599,THEHOFF6903 (1/2),0,219.55,P Nick Pivetta P Brian Johnson SS Trea Turner 1B Freddie Freeman 2B Rougned Odor 3B Anthony Rendon OF Ronald Acuña Jr. OF Steve Pearce OF Mark Trumbo C Blake Swihart,,Brian Johnson,P,5.71%,24.45
69,1142051306,dskalka6 (6/20),0,218.95,P Zack Greinke P Robbie Erlin OF Mookie Betts OF J.D. Martinez 3B Max Muncy 1B Steve Pearce OF Mark Trumbo SS Brock Holt 2B Eduardo Núñez C Austin Hedges,,Jurickson Profar,3B,5.58%,27
70,1142110057,stambizzle (1/6),0,218.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo SS Elvis Andrus OF Steve Pearce 1B Cody Bellinger 3B Adrián Beltré 2B Jonathan Villar C Austin Hedges,,Delino DeShields,OF,5.49%,15
70,1142110066,stambizzle (2/6),0,218.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo SS Elvis Andrus OF Steve Pearce 1B Cody Bellinger 3B Adrián Beltré 2B Jonathan Villar C Austin Hedges,,Madison Bumgarner,P,5.28%,17.25
70,1142126904,stambizzle (3/6),0,218.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo SS Elvis Andrus OF Steve Pearce 1B Cody Bellinger 3B Adrián Beltré 2B Jonathan Villar C Austin Hedges,,Buster Posey,C,5.15%,12
70,1142126906,stambizzle (4/6),0,218.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo SS Elvis Andrus OF Steve Pearce 1B Cody Bellinger 3B Adrián Beltré 2B Jonathan Villar C Austin Hedges,,Aaron Hicks,OF,5.09%,20
70,1142126910,stambizzle (5/6),0,218.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo SS Elvis Andrus OF Steve Pearce 1B Cody Bellinger 3B Adrián Beltré 2B Jonathan Villar C Austin Hedges,,Adam Jones,OF,5.07%,4
70,1142130981,stambizzle (6/6),0,218.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo SS Elvis Andrus OF Steve Pearce 1B Cody Bellinger 3B Adrián Beltré 2B Jonathan Villar C Austin Hedges,,Andrew McCutchen,OF,5.05%,3
70,1142360986,dannyc45 (7/20),0,218.75,P Max Scherzer P Jason Vargas 2B Rougned Odor SS Jurickson Profar 1B Joey Gallo OF Nelson Cruz OF Willie Calhoun OF Delino DeShields 3B Kyle Seager C Austin Hedges,,Asdrúbal Cabrera,2B,5.01%,4
77,1142394565,Mokigarim (15/20),0,218.6,P Nick Pivetta SS Manny Machado 2B Rougned Odor C Yasmani Grandal 1B Joey Gallo OF Joc Pederson OF Randal Grichuk OF Cody Bellinger 3B Justin Turner P Pablo López,,Brandon Crawford,SS,4.95%,4
78,1142393426,jakeday92 (19/20),0,218.55,P Nick Pivetta P Robbie Erlin OF Mookie Betts OF Juan Soto OF Giancarlo Stanton 2B Rougned Odor C Yasmani Grandal 1B Steve Pearce SS Tim Beckham 3B Eduardo Núñez,,Manny Machado,SS,4.88%,10
78,1142396161,charlesrayallday (3/20),0,218.55,P Nick Pivetta P Robbie Erlin OF Mookie Betts OF Shin-soo Choo 2B Rougned Odor C Yasmani Grandal 1B Joey Gallo SS Elvis Andrus OF Cody Bellinger 3B Adrián Beltré,,Yangervis Solarte,2B,4.76%,5
80,1142105467,texan3034 (1/3),0,218.5,P Félix Hernández P Brian Johnson OF J.D. Martinez OF Bryce Harper SS Manny Machado 2B Rougned Odor C Yasmani Grandal OF Joc Pederson 3B Max Muncy 1B Cody Bellinger,,César Hernández,2B,4.73%,0
80,1142218420,Any.Given.Monday (10/16),0,218.5,P Félix Hernández P Robbie Erlin OF Mookie Betts OF J.D. Martinez OF Giancarlo Stanton 2B Ian Kinsler C Yasmani Grandal SS Jurickson Profar 3B Miguel Andújar 1B Steve Pearce,,Jeff McNeil,3B,4.68%,0
82,1142176932,Boo2654 (8/20),0,218.4,P Clayton Kershaw P Nick Pivetta 1B Joey Gallo OF Joc Pederson 2B Brian Dozier OF Cody Bellinger 3B Justin Turner SS Brandon Crawford C Austin Hedges OF Mason Williams,,Addison Russell,SS,4.64%,3
83,1142169919,F0rsaken (10/20),0,218.15,P Nick Pivetta P Félix Hernández OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 1B Steve Pearce SS Tim Beckham 3B Justin Turner 2B Eduardo Núñez C Buster Posey,,Jean Segura,SS,4.42%,0
84,1142181003,Buckmulligan (9/11),0,217.8,P Clayton Kershaw SS Manny Machado OF Joc Pederson OF Nick Markakis OF Steve Pearce 2B Brian Dozier 1B Cody Bellinger 3B Justin Turner C Tyler Flowers P Pablo López,,Anthony Rizzo,1B,4.40%,5
85,1142081220,thisteamsucks (15/20),0,217.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton 2B Rougned Odor C Willson Contreras OF Steve Pearce OF Cody Bellinger 3B Justin Turner 1B Justin Bour SS JT Riddle,,Justin Bour,1B,4.38%,16
85,1142155860,PhaQ2,0,217.75,P Clayton Kershaw P Brian Johnson OF Mookie Betts SS Eduardo Escobar 1B Steve Pearce OF Jackie Bradley Jr. 2B Brian Dozier 3B Maikel Franco C Mike Zunino OF Austin Slater,,Caleb Joseph,C,4.26%,16
85,1142399282,mnmoneygrab (14/20),0,217.75,P Max Scherzer P Jason Vargas OF Mookie Betts OF Giancarlo Stanton SS Elvis Andrus OF Steve Pearce 1B Justin Bour 3B Kyle Seager 2B Jonathan Villar C Austin Hedges,,Eduardo Escobar,3B,4.14%,5
88,1142220245,saher0329 (3/3),0,217.6,P Nick Pivetta OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 2B Ian Kinsler 3B Johan Camargo 1B Steve Pearce C Tyler Flowers SS Freddy Galvis P Pablo López,,Adam Eaton,OF,4.10%,9
88,1142394554,Mokigarim (4/20),0,217.6,P Nick Pivetta SS Manny Machado 2B Rougned Odor OF Ronald Acuña Jr. C Yasmani Grandal OF Joey Gallo 1B Max Muncy OF Cody Bellinger 3B Justin Turner P Pablo López,,Billy Hamilton,OF,4.06%,7
88,1142401877,NorikoSenpai (2/20),0,217.6,P Nick Pivetta OF Shin-soo Choo OF Ronald Acuña Jr. C Yasmani Grandal SS Jurickson Profar OF Joey Gallo 3B Max Muncy 2B Brian Dozier 1B Cody Bellinger P Pablo López,,David Bote,2B,4.04%,0
91,1142043484,miltiades (2/2),0,217.35,P Mike Foltynewicz P Robbie Erlin SS Trea Turner 2B Ozzie Albies OF Shin-soo Choo OF Ronald Acuña Jr. OF Joey Gallo 1B Steve Pearce 3B Eduardo Núñez C Tyler Flowers,,José Reyes,SS,4.03%,7
91,1142374449,crimeXcreek (2/3),0,217.35,P Max Scherzer P Robbie Erlin SS Trea Turner 2B Rougned Odor OF Yasiel Puig OF Mark Trumbo 1B Cody Bellinger 3B Tim Beckham OF José Pirela C Mike Zunino,,Pablo López,P,4.01%,18.5
91,1142390049,psumav (18/20),0,217.35,P Mike Foltynewicz P Robbie Erlin OF Mookie Betts OF Shin-soo Choo 2B Rougned Odor OF Joc Pederson 1B Steve Pearce 3B Adrián Beltré SS Tim Beckham C Blake Swihart,,Eric Hosmer,1B,3.99%,9
94,1142268644,hithit222 (1/4),0,216.95,P Nick Pivetta P Jason Vargas OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 2B Ian Kinsler 3B Max Muncy 1B Steve Pearce SS Tim Beckham C Jeff Mathis,,Christian Villanueva,3B,3.96%,8
95,1142294759,mgaughran,0,216.55,P Nick Pivetta P Brian Johnson OF J.D. Martinez OF Bryce Harper SS Manny Machado OF Andrew Benintendi 2B Dee Gordon 1B Steve Pearce 3B Maikel Franco C Luke Maile,,Joc Pederson,OF,3.92%,34
96,1141951689,Pojeman (5/18),0,216.3,P Brian Johnson P Jason Vargas OF Mookie Betts SS Javier Báez OF J.D. Martinez C J.T. Realmuto OF Andrew Benintendi 2B Ian Kinsler 3B Max Muncy 1B Steve Pearce,,Andrew Benintendi,OF,3.91%,26
97,1142384020,steemkatz (7/20),0,215.75,P Max Scherzer P Jason Vargas OF J.D. Martinez OF Giancarlo Stanton 2B Ian Kinsler OF Steve Pearce 1B Cody Bellinger 3B Eduardo Núñez SS Freddy Galvis C Jeff Mathis,,Luke Voit,1B,3.69%,0
97,1142384029,steemkatz (16/20),0,215.75,P Max Scherzer P Jason Vargas C Yasmani Grandal OF Joc Pederson 3B Max Muncy SS Asdrúbal Cabrera OF Steve Pearce OF Mark Trumbo 1B Cody Bellinger 2B Jonathan Villar,,Jace Peterson,OF,3.54%,3
99,1142414742,KidC (8/8),0,215.7,P Madison Bumgarner P Brian Johnson OF Ronald Acuña Jr. C Yasmani Grandal SS Jean Segura 3B Jurickson Profar OF Joc Pederson OF Yasiel Puig 1B Cody Bellinger 2B Eduardo Núñez,,Didi Gregorius,SS,3.52%,32
