,Name,Team,Position,Salary,DKFG,DKRoto,Var
83,Hunter Renfroe,Padres,OF,3800,8.16,7.28,61.903939928115165
84,Tyler Austin,Twins,1B,3800,9.39,7.74,67.55951909102924
85,Niko Goodrum,Tigers,2B/OF,3800,8.18,7.66,49.293830485649345
86,Josh Harrison,Pirates,2B,3800,6.44,6.8,44.69305621653776
87,Adeiny Hechavarria,Pirates,SS,3800,5.89,5.72,29.681767191475764
88,Kolten Wong,Cardinals,2B,3700,7.06,5.79,38.931411979007024
89,Marcell Ozuna,Cardinals,OF,3700,8.43,6.55,52.18288167317709
90,Cory Spangenberg,Padres,2B/3B,3700,6.59,4.61,42.585655931754495
91,Austin Hedges,Padres,C,3700,7.11,6.84,42.599019875691575
92,David Bote,Cubs,2B/3B,3700,8.18,6.26,35.0
93,Ian Happ,Cubs,OF,3700,8.98,6.8,57.43338842975204
94,Francisco Arcia,Angels,C,3600,6.66,6.64,35.0
95,Salvador Perez,Royals,C,3600,7.67,8.63,45.732555873849115
96,Danny Jansen,Blue Jays,C,3600,6.98,2.72,35.0
97,Ryan O'Hearn,Royals,1B,3600,6.46,6.68,35.0
98,Alex Avila,Diamondbacks,C,3600,6.16,5.73,40.1260071186567
99,Joe Mauer,Twins,1B,3600,7.79,7.23,45.37242135291084
100,Kurt Suzuki,Braves,C,3500,6.93,5.15,38.44272535451359
101,Kendrys Morales,Blue Jays,1B,3500,7.87,6.93,59.46109695757704
102,Freddy Galvis,Padres,SS,3500,6.36,5.89,40.73608612072279
103,Logan Forsythe,Twins,2B/3B,3500,8.14,7.96,41.45248414344724
104,Mitch Garver,Twins,C,3500,8.04,6.6,42.09214782864423
105,David Fletcher,Angels,2B/3B,3400,7.44,6.41,35.0
106,Jorge Bonifacio,Royals,OF,3400,6.86,5.44,38.239239001189006
107,Jim Adduci,Tigers,1B,3400,7.16,6.37,30.85187145557661
108,Addison Russell,Cubs,SS,3400,6.39,4.63,44.60316271745121
109,Chris Iannetta,Rockies,C,3300,6.63,5.72,43.00806833860869
110,Dansby Swanson,Braves,SS,3300,6.05,4.59,38.0756638466429
111,Jose Iglesias,Tigers,SS,3300,7.32,6.78,31.397681374790533
112,Alex Gordon,Royals,OF,3200,7.23,7.24,45.53042085811492
113,Johnny Field,Twins,OF,3200,7.12,6.35,46.004108996539756
114,Victor Reyes,Tigers,OF,3200,5.51,5.03,21.100913343729104
115,Ehire Adrianza,Twins,SS,3100,6.67,5.53,28.210545552270965
116,Hunter Dozier,Royals,1B/3B,3000,5.98,4.9,24.04128354287858
117,Matt Wieters,Nationals,C,2900,6.44,5.86,48.26114829932015
118,Rosell Herrera,Royals,OF,2900,6.82,7.02,24.03402366863906
119,Victor Martinez,Tigers,1B,2900,6.93,6.81,48.956187360067815
120,Greg Garcia,Cardinals,2B/SS,2800,6.38,6.8,18.27923020812738
121,James McCann,Tigers,C,2700,5.95,5.17,39.075357696367995
