,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
54,Roman Quinn,Phillies,OF,4200,8.71,6.8,6.88,35.0
55,Ben Zobrist,Cubs,2B/OF,4100,8.88,6.94,8.58,51.10861333116961
56,Marwin Gonzalez,Astros,OF/SS,4100,7.33,6.96,6.35,41.94658407687362
57,Andrew McCutchen,Giants,OF,4100,7.25,7.73,8.12,62.45391255572474
58,Odrisamer Despaigne,Angels,SP,4100,12.73,10.54,12.83,82.48810368749999
59,Matt Davidson,White Sox,1B/3B,4100,6.82,5.98,6.78,65.75760099958354
60,Ryan Zimmerman,Nationals,1B,4100,9.52,8.19,8.24,59.33304804536747
61,Carlos Santana,Phillies,1B,4100,7.53,7.4,7.11,51.87525718303186
62,Daniel Murphy,Cubs,1B/2B,4000,11.19,7.18,10.06,49.70676696053133
63,Kyle Schwarber,Cubs,OF,4000,9.92,5.7,9.05,64.01768834435485
64,Adam Jones,Orioles,OF,4000,8.65,8.59,8.08,56.632220720242465
65,Daniel Palka,White Sox,OF,4000,8.05,7.61,7.45,65.10255198487711
66,Nick Williams,Phillies,OF,4000,7.23,5.94,6.27,48.074156580282676
67,Asdrubal Cabrera,Phillies,2B/SS,4000,7.8,5.65,7.41,49.411481629331334
68,Wilmer Flores,Mets,1B,3900,10.81,6.87,10.72,44.61143518766836
69,Billy McKinney,Blue Jays,OF,3900,10.28,7.79,7.47,35.0
70,Francisco Arcia,Angels,C,3900,4.93,5.34,4.31,35.0
71,Yoan Moncada,White Sox,2B,3900,6.24,7.3,6.81,58.51914734246753
72,Maikel Franco,Phillies,3B,3900,7.58,4.7,7.13,57.06091143542871
73,Jeff McNeil,Mets,2B,3800,9.71,7.17,8.97,35.0
74,Amed Rosario,Mets,SS,3800,9.4,7.41,9.25,44.84279285817964
75,Matt Chapman,Athletics,3B,3800,7.52,6.54,6.72,58.03985318617246
76,Renato Nunez,Orioles,3B,3800,7.7,5.78,6.3,24.018467220683274
77,Ryan McMahon,Rockies,1B/2B,3800,6.5,4.83,6.24,20.213628988642512
78,Avisail Garcia,White Sox,OF,3800,7.62,7.36,7.74,53.178267496336844
79,Jed Lowrie,Athletics,2B,3700,6.61,5.7,6.51,43.39520252622289
80,Matt Olson,Athletics,1B,3700,7.53,7.19,6.55,62.84573002754813
81,Ketel Marte,Diamondbacks,2B/SS,3700,6.71,6.15,6.38,37.02322709076525
82,Yolmer Sanchez,White Sox,3B,3700,7.03,7.3,6.88,34.873460515666515
83,Martin Maldonado,Astros,C,3600,6.01,5.22,4.8,39.720085091810155
84,Chris Davis,Orioles,1B,3600,8.8,6.86,9.11,65.64437255859374
85,Trey Mancini,Orioles,1B/OF,3600,8.15,8.12,7.43,55.750862080532386
86,Andrelton Simmons,Angels,SS,3600,6.25,5.51,5.49,36.373254892777155
87,Devon Travis,Blue Jays,2B,3500,7.51,7.17,6.37,44.673604734210855
88,Evan Longoria,Giants,3B,3500,6.69,6.54,7.14,57.775490196078536
89,Albert Pujols,Angels,1B,3500,6.57,5.2,6.07,71.94062492226494
90,Omar Narvaez,White Sox,C,3500,5.96,4.26,5.66,25.721623191333524
91,Jason Heyward,Cubs,OF,3400,8.52,6.12,8.14,47.332798838945465
92,Willson Contreras,Cubs,C,3400,8.86,5.56,9.01,53.306917142194926
93,Josh Reddick,Astros,OF,3400,6.53,6.02,6.49,55.223251338472174
94,Russell Martin,Blue Jays,C,3400,7.75,6.16,7.01,46.93372709124941
95,Jace Peterson,Orioles,3B/OF,3400,6.04,6.02,6.3,29.769528339052854
96,Nick Hundley,Giants,C,3400,6.45,6.42,6.27,42.16651570336194
97,Brandon Belt,Giants,1B,3400,6.77,6.23,6.75,52.51140471582924
98,Austin Slater,Giants,1B/OF,3400,6.77,5.96,6.02,40.46484375
99,Kole Calhoun,Angels,OF,3400,7.17,6.19,6.96,53.847896403084604
100,Luke Voit,Yankees,1B,3400,8.49,7.18,7.3,28.145724405464634
101,Matt Wieters,Nationals,C,3400,6.64,6.52,6.46,48.10353630601003
102,David Bote,Cubs,3B,3300,7.88,5.81,7.94,35.0
103,Ramon Laureano,Athletics,OF,3300,6.08,4.52,5.13,35.0
104,Stephen Piscotty,Athletics,OF,3300,6.3,4.71,5.91,49.09035844118437
105,Nick Martini,Athletics,OF,3300,6.09,6.49,5.47,35.0
106,Steven Duggar,Giants,OF,3300,4.7,4.8,4.18,35.0
107,David Fletcher,Angels,2B/3B,3300,6.75,5.73,5.71,27.093043995243764
108,Kyle Higashioka,Yankees,C,3300,6.73,5.66,6.98,35.0
109,Neil Walker,Yankees,1B/2B,3300,7.2,6.66,6.92,48.201791999854315
110,Austin Jackson,Mets,OF,3200,7.65,6.13,7.09,44.300143085598926
111,Marcus Semien,Athletics,SS,3200,5.88,5.38,5.53,44.696891995006474
112,Tim Beckham,Orioles,3B/SS,3200,7.5,5.91,7.0,45.26083333333339
113,Brandon Crawford,Giants,SS,3200,5.37,4.7,5.29,42.779863289617474
114,Wilmer Difo,Nationals,2B/3B,3200,6.35,6.17,5.78,28.235137005426797
115,Taylor Ward,Angels,3B,3100,5.48,4.73,4.84,35.0
116,Luke Maile,Blue Jays,C,3000,6.11,5.65,5.14,32.22908093278461
117,Alex Avila,Diamondbacks,C,3000,5.56,5.6,5.7,40.140876666306035
118,Tony Wolters,Rockies,C,3000,5.1,4.29,4.87,29.633296646526365
119,Adam Engel,White Sox,OF,3000,5.5,4.0,4.91,36.48637721524683
120,Chase d'Arnaud,Giants,2B/3B,2900,5.88,5.2,4.98,24.227104277144193
121,Caleb Joseph,Orioles,C,2800,5.83,3.82,5.03,35.61070831391674
122,Ronald Torreyes,Yankees,2B/SS,2700,6.0,4.48,5.08,28.907407407407433
123,Shane Robinson,Yankees,OF,2600,5.54,5.21,4.03,18.660424227134136
