,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
43,Francisco Liriano,Tigers,SP,4900,15.46,13.24,12.39,151.73274167941284
44,Carlos Gonzalez,Rockies,OF,4900,9.13,8.85,9.68,73.05756374089137
45,David Dahl,Rockies,OF,4900,8.63,8.7,8.85,38.875730994152065
46,Justin Turner,Dodgers,3B,4900,9.67,6.88,9.15,44.48660850496388
47,Manny Machado,Dodgers,SS,4900,9.6,8.76,9.95,65.73975931166603
48,Giancarlo Stanton,Yankees,OF,4900,8.85,7.76,7.87,75.00133848852028
49,Gleyber Torres,Yankees,2B,4900,7.21,6.34,6.5,54.3918005540166
50,Bryce Harper,Nationals,OF,4800,9.92,9.38,10.48,67.4759832182376
51,Edwin Encarnacion,Indians,1B,4800,10.06,7.66,9.92,64.81401379146786
52,Jose Altuve,Astros,2B,4800,9.8,8.78,8.7,57.03701249400637
53,Trevor Story,Rockies,SS,4800,9.85,8.41,11.44,69.12111781152772
54,Miguel Andujar,Yankees,3B,4800,7.32,6.8,6.63,56.877549755099494
55,Trea Turner,Nationals,SS,4700,9.24,8.19,9.13,83.89733633328525
56,Juan Soto,Nationals,OF,4700,8.79,8.23,8.84,65.5558641585658
57,Justin Smoak,Blue Jays,1B,4700,8.82,7.22,8.11,49.41602669887984
58,Justin Upton,Angels,OF,4700,10.39,7.13,10.54,63.772749233310996
59,Mitch Haniger,Mariners,OF,4700,8.93,8.44,8.58,62.371523668639014
60,Scooter Gennett,Reds,2B,4700,8.53,6.89,7.63,51.92850366929999
61,Eugenio Suarez,Reds,3B,4700,8.13,7.08,7.7,55.37077619718895
62,J.T. Realmuto,Marlins,C,4700,7.18,6.69,6.64,52.97886137654499
63,Xander Bogaerts,Red Sox,SS,4600,8.69,6.17,8.23,48.95675563222496
64,Adam Eaton,Nationals,OF,4600,8.67,8.43,8.33,46.475887096774166
65,C.J. Cron,Rays,1B,4600,9.19,8.22,9.61,55.84113922902499
66,Whit Merrifield,Royals,2B/OF,4600,8.6,7.88,7.68,51.00804618213704
67,Jean Segura,Mariners,SS,4600,9.23,8.38,7.46,54.14257850670632
68,Starling Marte,Pirates,OF,4600,9.72,9.14,10.37,59.28151277745514
69,Gregory Polanco,Pirates,OF,4600,8.06,7.28,8.63,54.01205936920215
70,Aaron Hicks,Yankees,OF,4600,7.89,6.9,7.56,48.90910415326173
71,Freddie Freeman,Braves,1B,4500,9.25,8.71,9.22,58.717928061831124
72,Tommy Pham,Rays,OF,4500,9.84,9.72,10.78,67.08773485086805
73,Nelson Cruz,Mariners,OF,4500,9.07,8.63,9.16,68.093578884911
74,Ben Zobrist,Cubs,2B/OF,4500,7.89,6.45,7.03,50.99337707231065
75,Brandon Nimmo,Mets,OF,4500,5.72,5.8,6.16,54.58493685115378
76,Ozzie Albies,Braves,2B,4400,7.38,6.53,6.72,63.15751643535424
77,Mallex Smith,Rays,OF,4400,9.19,7.44,9.02,50.2536449192245
78,Tim Anderson,White Sox,SS,4400,8.46,8.95,8.33,53.496797935728644
79,Matt Davidson,White Sox,1B/3B,4400,7.63,9.32,7.51,64.82135204203102
80,George Springer,Astros,OF,4400,8.86,7.92,8.57,65.38981666871781
81,Carlos Correa,Astros,SS,4400,8.3,8.03,8.06,69.22533612073532
82,Matt Chapman,Athletics,3B,4400,8.3,7.25,7.49,61.30026467993328
83,Khris Davis,Athletics,OF,4400,7.94,7.83,8.04,68.60272491349521
84,Ender Inciarte,Braves,OF,4300,8.04,6.52,7.18,45.477608658473976
85,Kendrys Morales,Blue Jays,1B,4300,8.8,7.49,7.81,60.028592031728884
86,Joey Wendle,Rays,2B,4300,7.69,7.15,7.07,39.05346606008739
87,Yoan Moncada,White Sox,2B,4300,7.39,7.14,6.88,56.9891599707816
88,Jurickson Profar,Rangers,3B/SS,4300,8.05,7.88,7.37,36.83555976331365
89,Rougned Odor,Rangers,2B,4300,8.93,7.95,8.85,62.546655872137144
90,Ian Desmond,Rockies,1B,4300,7.55,7.23,9.22,51.2780630926756
91,DJ LeMahieu,Rockies,2B,4300,8.59,7.14,9.51,42.598873179251
92,Denard Span,Mariners,OF,4300,8.08,7.48,6.81,46.804478276754075
93,Ryan Braun,Brewers,1B/OF,4300,9.19,6.96,8.19,77.15661534098072
94,Todd Frazier,Mets,3B,4300,7.08,5.83,7.58,58.970083862461
95,Brett Gardner,Yankees,OF,4300,7.55,5.08,6.7,51.23303038384322
96,Rhys Hoskins,Phillies,OF,4300,8.69,9.16,7.74,71.58729686880697
97,David Peralta,Diamondbacks,OF,4200,8.12,7.56,8.03,58.249932321554745
98,Eduardo Escobar,Diamondbacks,3B/SS,4200,7.82,7.04,7.59,46.18318663741814
99,Johan Camargo,Braves,3B,4200,7.42,6.55,6.45,41.69969663615126
100,Anthony Rendon,Nationals,3B,4200,8.95,8.05,8.97,56.85060410778779
101,Paul DeJong,Cardinals,SS,4200,8.06,7.71,8.22,51.95198745881596
102,Randal Grichuk,Blue Jays,OF,4200,9.21,7.69,8.42,58.601812583742046
103,Teoscar Hernandez,Blue Jays,OF,4200,8.18,6.2,7.19,58.75827508059625
104,Adalberto Mondesi,Royals,2B/SS,4200,8.58,5.67,7.98,51.295555555555566
105,Tyler White,Astros,1B,4200,8.14,7.76,7.22,61.33345843497842
106,Brandon Belt,Giants,1B,4200,9.65,10.06,9.21,52.33787333154221
107,Brandon Crawford,Giants,SS,4200,8.03,8.11,8.0,42.7534380434674
108,Robinson Cano,Mariners,2B,4200,8.41,8.15,7.89,56.49875080271647
109,Travis Shaw,Brewers,2B/3B,4200,7.25,6.47,8.2,61.706232638888906
110,Scott Schebler,Reds,OF,4200,7.62,7.01,6.77,58.05910265807656
111,Adam Frazier,Pirates,2B/OF,4200,7.98,6.31,7.34,43.19365616068926
112,Jed Lowrie,Athletics,2B,4200,7.07,6.67,6.49,43.602960219488345
113,Stephen Piscotty,Athletics,OF,4200,7.03,6.62,6.43,49.35990871282065
114,Derek Dietrich,Marlins,1B/OF,4200,6.99,7.15,6.43,40.385374320027154
115,A.J. Pollock,Diamondbacks,OF,4100,9.23,8.09,9.26,68.32618597547936
116,Wil Myers,Padres,3B/OF,4100,8.24,8.09,7.36,62.67416725143597
117,Nick Markakis,Braves,OF,4100,7.67,6.39,6.98,42.82849870335542
118,Ian Kinsler,Red Sox,2B,4100,8.91,5.72,8.42,58.964040097327455
119,Jose Martinez,Cardinals,1B/OF,4100,8.95,8.34,8.31,56.4885772832731
120,Andrelton Simmons,Angels,SS,4100,8.36,7.89,8.05,36.29858795443712
121,Jason Kipnis,Indians,2B,4100,7.34,4.72,6.47,53.65074293185365
122,Evan Longoria,Giants,3B,4100,8.52,8.62,8.87,57.660725949346926
123,Hernan Perez,Brewers,2B/OF,4100,7.73,7.2,6.97,42.521672562358376
124,Willson Contreras,Cubs,C,4100,8.12,7.8,7.3,52.69526467124325
125,Matt Kemp,Dodgers,OF,4100,8.8,7.39,8.1,63.71271723628332
126,Brian Dozier,Dodgers,2B,4100,9.35,7.74,9.25,57.534863102154105
127,Chris Taylor,Dodgers,OF/SS,4100,7.52,4.6,7.53,54.02552190376757
128,Joey Votto,Reds,1B,4100,8.75,6.93,8.28,58.5465893692208
130,Wilson Ramos,Phillies,C,4100,7.68,8.0,6.95,48.68676157844995
131,Starlin Castro,Marlins,2B,4100,6.85,5.72,6.13,46.73978409968364
132,Odubel Herrera,Phillies,OF,4100,8.02,7.03,7.23,51.40326418633307
133,Ryan Zimmerman,Nationals,1B,4000,8.36,6.51,8.12,59.33874321790858
134,Marcell Ozuna,Cardinals,OF,4000,8.62,9.15,8.73,52.20105749814003
135,Joey Gallo,Rangers,1B/OF,4000,8.7,7.43,8.85,67.76047858558182
136,Nomar Mazara,Rangers,OF,4000,7.98,7.76,7.51,46.788561116212655
137,Melky Cabrera,Indians,OF,4000,7.96,6.2,6.66,45.723100994512784
138,Trevor May,Twins,RP,4000,11.35,11.64,9.99,54.692623307171424
140,Jonathan Villar,Orioles,2B,4000,8.21,8.69,7.4,56.09670213103251
141,Marcus Semien,Athletics,SS,4000,7.5,7.32,7.2,44.63722387467766
142,Gary Sanchez,Yankees,C,4000,7.52,7.26,6.94,88.0791884705921
143,Carlos Santana,Phillies,1B,4000,7.98,7.02,7.43,51.99295744000007
144,Nick Ahmed,Diamondbacks,SS,3900,7.17,6.89,6.82,43.22161587021272
145,Kurt Suzuki,Braves,C,3900,6.99,5.77,6.49,38.504455271426394
146,Welington Castillo,White Sox,C,3900,7.81,8.82,8.0,46.98882676074307
147,Niko Goodrum,Tigers,2B/OF,3900,7.67,7.48,7.39,47.259070142434815
148,Kole Calhoun,Angels,OF,3900,8.38,9.0,8.51,53.87352289184639
149,Ryan O'Hearn,Royals,1B,3900,7.23,7.83,6.37,35.0
150,Josh Reddick,Astros,OF,3900,7.67,5.7,6.54,54.949033896495855
151,Tony Kemp,Astros,OF,3900,7.01,4.56,5.39,29.88888888888885
152,Gorkys Hernandez,Giants,OF,3900,6.79,6.89,6.69,30.617836592862506
153,Dee Gordon,Mariners,2B/OF,3900,7.23,5.39,5.56,53.64192335607493
154,Ryon Healy,Mariners,1B,3900,7.32,6.81,6.98,60.83252252170033
155,Trey Mancini,Orioles,1B/OF,3900,7.63,6.63,7.62,57.92607142857138
156,Yasiel Puig,Dodgers,OF,3900,8.29,6.03,7.89,58.37891895442277
157,Francisco Cervelli,Pirates,C,3900,8.2,8.02,7.95,34.50691348498714
158,Jose Peraza,Reds,SS,3900,8.05,7.45,7.13,45.03537457307939
159,Phillip Ervin,Reds,OF,3900,6.99,6.34,5.82,43.45953360768175
160,Asdrubal Cabrera,Phillies,2B/SS,3900,7.34,6.4,6.7,49.327867202561514
161,Cesar Hernandez,Phillies,2B,3900,6.68,7.42,5.8,37.071150250696036
162,Steve Pearce,Red Sox,1B/OF,3800,8.29,7.53,7.32,45.97993055555561
163,Yadier Molina,Cardinals,C,3800,7.31,7.88,7.28,39.46982582490171
164,Yairo Munoz,Cardinals,2B/SS,3800,8.31,5.95,7.29,38.196311719214776
165,Harrison Bader,Cardinals,OF,3800,7.2,8.4,6.87,43.84729138373329
166,Kevin Pillar,Blue Jays,OF,3800,7.91,6.26,6.87,44.17611182682537
167,Matt Duffy,Rays,3B,3800,8.23,7.04,8.62,39.78843056189403
168,Willy Adames,Rays,SS,3800,7.84,7.45,7.71,46.190175237000844
169,Jose Rondon,White Sox,3B/SS,3800,7.82,7.12,7.05,35.0
170,Adrian Beltre,Rangers,3B,3800,8.34,7.87,8.01,57.87583665535814
171,Alex Gordon,Royals,OF,3800,7.21,8.37,7.3,45.686341938509074
172,David Bote,Cubs,3B,3800,8.5,5.24,6.79,35.0
173,Wilmer Flores,Mets,1B,3800,7.58,6.84,7.53,44.353723888917855
174,Billy Hamilton,Reds,OF,3800,8.01,8.35,6.88,59.45389074578142
175,Nick Williams,Phillies,OF,3800,7.35,5.17,6.24,47.41473546640525
176,Ketel Marte,Diamondbacks,2B/SS,3700,6.93,5.75,6.63,36.60219556360342
177,Eduardo Nunez,Red Sox,2B/3B,3700,7.92,7.22,7.16,49.62111020212762
178,Dansby Swanson,Braves,SS,3700,5.82,5.27,5.69,39.99413876802278
179,Jeimer Candelario,Tigers,3B,3700,7.74,7.29,7.92,43.929012345679006
181,Elvis Andrus,Rangers,SS,3700,8.72,8.85,8.3,43.603357270182535
182,Jefry Marte,Angels,1B/3B,3700,7.8,6.6,6.47,40.104935137690134
183,Brian Goodwin,Royals,OF,3700,7.24,7.14,6.79,50.44763749380656
184,Brett Phillips,Royals,OF,3700,5.72,5.04,5.58,31.3422222222222
185,Hunter Dozier,Royals,1B/3B,3700,6.49,6.62,5.7,27.340622837370248
186,Adam Jones,Orioles,OF,3700,7.57,7.15,7.41,56.756254839473705
187,John Andreoli,Orioles,OF,3700,6.07,4.22,5.19,35.0
188,Tucker Barnhart,Reds,C,3700,6.29,4.64,5.76,29.817370193437306
189,Jordan Luplow,Pirates,OF,3700,8.19,7.0,7.77,35.0
190,Ramon Laureano,Athletics,OF,3700,7.03,5.27,5.93,35.0
191,Chad Pinder,Athletics,2B/OF,3700,6.5,5.43,5.41,52.33105722899335
192,Manuel Margot,Padres,OF,3600,7.03,5.49,6.5,50.4306342907534
193,Luis Urias,Padres,2B,3600,7.09,7.95,6.19,35.0
194,Carlos Gomez,Rays,OF,3600,7.64,5.85,8.08,54.209183854903294
195,Devon Travis,Blue Jays,2B,3600,8.65,6.13,7.59,45.548879435112454
196,JaCoby Jones,Tigers,OF,3600,5.99,6.41,6.2,38.565420408163256
197,Mikie Mahtook,Tigers,OF,3600,6.85,4.83,6.86,41.68913524852864
198,Delino DeShields,Rangers,OF,3600,6.8,5.94,6.29,41.83499374999988
199,Yandy Diaz,Indians,3B,3600,8.38,7.95,7.05,38.34090909090909
200,Michael Conforto,Mets,OF,3600,5.87,7.08,7.88,57.8771937500001
201,Amed Rosario,Mets,SS,3600,6.76,7.21,6.68,45.23644537587889
202,Luke Voit,Yankees,1B,3600,6.87,5.81,5.88,44.03570910146611
203,Rafael Ortega,Marlins,OF,3600,7.17,7.08,6.15,32.95795024337477
204,Austin Dean,Marlins,OF,3600,5.92,5.04,4.76,35.0
205,Scott Kingery,Phillies,SS,3600,6.44,4.93,5.26,30.748099676118716
206,Franmil Reyes,Padres,OF,3500,7.61,6.64,5.47,48.15416666666667
207,Kevin Kiermaier,Rays,OF,3500,7.19,6.45,7.53,51.18274909172516
208,Danny Jansen,Blue Jays,C,3500,7.42,5.86,6.45,35.0
209,Adam Engel,White Sox,OF,3500,6.66,5.71,5.55,36.49735607041985
210,David Fletcher,Angels,2B/3B,3500,8.35,7.45,7.52,26.46460065507685
211,Taylor Ward,Angels,3B,3500,7.62,6.89,7.11,35.0
212,Tim Beckham,Orioles,3B/SS,3500,6.56,6.49,6.53,45.288243900982316
213,Kyle Seager,Mariners,3B,3500,7.26,5.96,7.18,54.99423916224275
214,Jordy Mercer,Pirates,SS,3500,6.76,5.28,6.56,35.00161314599956
215,Patrick Wisdom,Cardinals,1B/3B,3400,7.15,5.8,6.15,35.0
216,Wilmer Difo,Nationals,2B/3B,3400,6.59,6.02,6.24,29.38927652040205
217,Jim Adduci,Tigers,1B,3400,8.15,8.12,6.76,30.33984375
218,Ryan LaMarre,White Sox,OF,3400,6.94,6.26,4.98,21.75111111111116
219,Miguel Sano,Twins,1B/3B,3400,5.66,6.52,5.65,58.35295288888898
220,Joe Panik,Giants,2B,3400,8.28,8.46,7.83,39.48489757604197
221,Addison Russell,Cubs,SS,3400,6.92,6.28,6.34,44.39356772551601
222,Kevin Plawecki,Mets,C,3400,5.42,6.2,5.34,30.754734449962125
223,Mark Canha,Athletics,OF,3400,6.35,5.75,5.32,48.11333333333339
224,Neil Walker,Yankees,1B/2B,3400,6.11,4.68,5.91,48.24385483890271
225,Miguel Rojas,Marlins,3B/SS,3400,5.93,5.2,5.09,26.118776062638826
226,Aledmys Diaz,Blue Jays,SS,3300,7.49,6.25,6.41,49.99149669769019
227,Victor Martinez,Tigers,1B,3300,7.2,7.1,6.66,48.8244231570184
228,Isiah Kiner-Falefa,Rangers,3B/C,3300,6.91,6.67,6.01,40.4468085106383
229,Joe Mauer,Twins,1B,3300,6.29,6.17,5.66,45.36180609390832
230,Jorge Polanco,Twins,SS,3300,6.07,6.25,5.3,38.49976331360954
231,Tony Wolters,Rockies,C,3300,6.13,5.78,5.85,30.08999459167114
232,Freddy Galvis,Padres,SS,3200,7.29,6.85,6.32,40.56101021519649
233,Eric Hosmer,Padres,1B,3200,7.03,6.54,6.61,48.90587403045087
234,Austin Hedges,Padres,C,3200,6.64,5.85,5.86,42.0476935953872
236,Jose Briceno,Angels,C,3200,7.56,6.98,6.41,35.0
237,Rajai Davis,Indians,OF,3200,7.39,6.53,6.05,52.16708043782932
238,Martin Maldonado,Astros,C,3200,6.04,5.74,5.18,39.43611953965464
239,Jake Cave,Twins,OF,3200,5.91,4.56,4.32,51.20915712799167
240,Nick Hundley,Giants,C,3200,7.41,6.83,7.62,42.03181642952868
241,Mike Zunino,Mariners,C,3200,6.93,7.47,7.1,48.74725976975485
242,Renato Nunez,Orioles,3B,3200,6.72,5.28,6.02,23.632568359375
243,Erik Kratz,Brewers,C,3200,7.19,4.87,5.84,32.276778166888086
244,Jose Osuna,Pirates,1B/OF,3200,8.78,7.8,6.74,34.100523501893484
245,Richard Urena,Blue Jays,2B/SS,3100,5.88,5.47,5.05,35.0
246,Kevan Smith,White Sox,C,3100,6.77,5.67,6.14,25.55663722132085
247,Brandon Guyer,Indians,OF,3100,7.77,7.38,6.71,35.91404361784375
248,Max Kepler,Twins,OF,3100,5.72,5.46,5.18,54.848646986872204
249,Austin Jackson,Mets,OF,3100,5.64,5.54,5.62,44.160340854600626
250,Austin Barnes,Dodgers,C,3100,5.95,6.2,4.93,28.794836101523646
252,Chris Davis,Orioles,1B,3000,5.87,6.12,7.28,65.67725669823558
253,Grayson Greiner,Tigers,C,2900,5.93,4.75,5.67,35.0
254,Alcides Escobar,Royals,SS,2900,5.34,5.21,4.97,32.711820183826276
255,Jay Bruce,Mets,OF,2900,6.18,6.39,6.98,65.27586620265807
256,Pedro Severino,Nationals,C,2800,5.5,5.4,5.03,18.268742190753844
257,Roberto Perez,Indians,C,2800,6.29,6.29,5.69,32.97434784764921
258,Robbie Grossman,Twins,OF,2800,5.48,3.39,4.6,38.66420021085485
259,Ehire Adrianza,Twins,SS,2800,5.02,4.93,3.74,28.396573444192647
260,Austin Wynns,Orioles,C,2800,5.22,4.04,4.65,35.0
261,Lewis Brinson,Marlins,OF,2800,6.04,4.9,5.25,42.53551020408164
262,Sandy Leon,Red Sox,C,2700,5.91,5.21,5.12,36.7417339445819
263,Orlando Arcia,Brewers,SS,2700,6.4,5.15,4.93,36.25233717067143
264,Jonathan Lucroy,Athletics,C,2700,5.49,4.47,4.93,44.43740780685719
265,Jesus Sucre,Rays,C,2600,5.7,5.91,5.32,24.770710059171602
267,Logan Forsythe,Twins,2B,2600,5.5,6.57,5.36,41.76806207239277
