,Name,Team,Position,Salary,DKFG,DKRoto,BATPred,Var
41,Erasmo Ramirez,Mariners,SP,5000,14.75,9.66,11.06,82.62616754827155
42,Francisco Lindor,Indians,SS,5000,9.8,9.37,9.61,65.65139715583231
43,Alex Bregman,Astros,3B/SS,5000,9.33,8.57,9.15,60.131302078949574
44,Eduardo Escobar,Diamondbacks,3B/SS,4900,8.06,9.41,7.92,27.674882132444814
45,A.J. Pollock,Diamondbacks,OF,4900,9.47,10.85,8.95,51.36967676856278
46,Paul DeJong,Cardinals,SS,4900,9.16,9.8,9.16,50.11066945008436
47,Aaron Hicks,Yankees,OF,4900,9.16,8.31,7.36,33.022225702874145
48,Christian Yelich,Brewers,OF,4900,9.11,8.97,8.21,56.14142138837303
49,Wilson Ramos,Phillies,C,4800,8.86,7.5,9.02,35.91639958754475
50,Rhys Hoskins,Phillies,OF,4800,10.28,7.62,10.47,71.41909274563822
51,Andrew Benintendi,Red Sox,OF,4800,9.34,7.3,8.8,60.5335643173545
52,Carlos Gonzalez,Rockies,OF,4800,9.11,10.7,9.64,57.982519340585135
53,Miguel Andujar,Yankees,3B,4800,9.27,7.75,7.28,51.634817581154834
54,Michael Brantley,Indians,OF,4800,9.35,7.24,8.75,49.18919037144548
55,Justin Turner,Dodgers,3B,4800,9.64,9.11,9.64,32.727007266756665
56,Manny Machado,Dodgers,SS,4800,9.29,7.91,9.82,56.31805911775089
57,Jason Vargas,Mets,SP,4800,13.22,11.32,12.36,117.8417422589738
58,Jean Segura,Mariners,SS,4700,8.45,7.46,6.96,47.47868886601172
59,Jedd Gyorko,Cardinals,2B/3B,4700,9.22,8.45,8.83,31.45491179033589
60,Jesus Aguilar,Brewers,1B,4700,8.6,9.16,7.84,26.458185686604786
61,Juan Soto,Nationals,OF,4700,8.67,8.66,9.35,62.30449999999999
62,J.T. Realmuto,Marlins,C,4700,7.99,7.06,6.71,40.325776938660624
63,Robinson Cano,Mariners,2B,4600,8.75,8.17,8.01,54.88354058080357
64,Mitch Haniger,Mariners,OF,4600,8.69,7.76,7.93,50.895691609977334
65,Ian Desmond,Rockies,1B,4600,7.6,7.4,7.74,45.09704996026434
66,Jose Martinez,Cardinals,1B,4600,9.31,10.49,9.01,32.724440018107735
67,DJ LeMahieu,Rockies,2B,4600,8.25,7.68,8.29,37.24076465028356
68,Brett Gardner,Yankees,OF,4600,8.76,8.23,7.16,44.283956479789936
69,Jed Lowrie,Athletics,2B,4600,8.35,7.65,7.78,35.99805148696815
70,Anthony Rendon,Nationals,3B,4600,9.78,7.75,8.88,51.549845241573905
71,Kendrys Morales,Blue Jays,1B,4500,7.28,7.15,7.32,40.16688822311083
72,Kolten Wong,Cardinals,2B,4500,7.84,6.89,7.52,27.41298096001173
73,Yadier Molina,Cardinals,C,4500,9.03,8.77,8.97,31.44302244291422
74,Harrison Bader,Cardinals,OF,4500,8.17,7.02,7.89,23.771835604047713
75,Edwin Encarnacion,Indians,1B,4500,8.93,7.92,9.13,54.8264092764204
76,Jose Altuve,Astros,2B,4500,9.04,8.0,8.93,61.610823961937726
77,Cody Bellinger,Dodgers,1B/OF,4500,8.42,7.37,8.77,62.56953125
78,Todd Frazier,Mets,3B,4500,8.05,7.33,7.88,45.65195067890136
79,Trea Turner,Nationals,SS,4500,10.18,9.09,9.59,71.51925926635931
80,Denard Span,Mariners,OF,4400,8.27,7.28,7.27,47.766909948324184
81,Mallex Smith,Rays,OF,4400,8.78,8.19,7.78,31.84716553933785
82,George Springer,Astros,OF,4400,8.89,8.27,9.08,61.970964414062045
83,Matt Chapman,Athletics,3B,4400,9.75,8.64,9.04,46.7033203125
84,Ozzie Albies,Braves,2B,4400,8.7,6.96,6.34,60.61528925619836
85,Joey Gallo,Rangers,1B/OF,4300,7.33,6.45,7.38,44.886148053196614
86,Gregory Polanco,Pirates,OF,4300,7.42,7.17,7.98,42.64352709487535
87,Travis Shaw,Brewers,2B/3B,4300,8.43,8.0,7.44,45.33111534041942
88,Brian Dozier,Dodgers,2B,4300,9.2,8.54,9.77,56.48344572493613
89,Eddie Rosario,Twins,OF,4300,8.58,6.84,8.0,45.71593993550121
90,Curtis Granderson,Blue Jays,OF,4200,8.08,8.23,7.81,52.59867577317813
91,Carlos Santana,Phillies,1B,4200,8.45,7.89,8.64,48.62374121880602
92,Cesar Hernandez,Phillies,2B,4200,8.21,7.83,8.82,33.81640577575656
93,Melky Cabrera,Indians,OF,4200,7.58,6.22,6.23,39.60499647880294
94,Tyler White,Astros,1B,4200,8.18,7.05,7.73,23.629489603024574
95,Carlos Correa,Astros,SS,4200,8.42,7.45,8.56,63.637691745799856
96,Lorenzo Cain,Brewers,OF,4200,8.47,7.64,7.29,48.36948885696148
97,Starling Marte,Pirates,OF,4200,9.48,8.71,8.71,57.64477440799815
98,Elias Diaz,Pirates,C,4200,7.28,7.82,6.89,19.658612244897963
99,Hunter Renfroe,Padres,OF,4200,7.83,6.45,7.58,39.985289345592214
100,Miguel Sano,Twins,1B/3B,4200,8.72,7.26,9.29,54.13574085485823
101,Wilmer Flores,Mets,1B,4200,8.22,7.31,7.62,26.975121047359682
102,Maikel Franco,Phillies,3B,4100,8.17,6.42,7.61,37.99159506079744
103,Whit Merrifield,Royals,2B/OF,4100,8.11,8.16,7.98,55.074063673469404
104,Andrew McCutchen,Giants,OF,4100,8.11,6.92,9.13,62.30234319585534
105,Tim Anderson,White Sox,SS,4100,6.92,7.37,6.03,42.08187416978626
106,Eric Thames,Brewers,1B/OF,4100,7.47,7.46,6.99,40.214188380991395
107,Matt Kemp,Dodgers,OF,4100,8.55,6.84,8.07,55.29364008610614
108,Wil Myers,Padres,OF,4100,8.16,7.24,7.83,52.234317315219315
109,Yasiel Puig,Dodgers,OF,4100,8.18,6.44,7.92,46.644715704856594
110,Marcus Semien,Athletics,SS,4100,7.45,6.44,7.53,38.775371081210295
111,Jorge Polanco,Twins,SS,4100,7.7,7.43,7.7,39.28858754237686
112,Tyler Austin,Twins,1B,4100,8.68,7.74,7.62,29.32410207939508
113,Matt Olson,Athletics,1B,4100,9.4,8.71,7.95,45.932617706451275
114,Nick Markakis,Braves,OF,4100,8.45,7.37,6.32,46.169776670547925
115,Starlin Castro,Marlins,2B,4100,7.15,6.96,5.86,39.86939583462365
116,Dansby Swanson,Braves,SS,4100,6.51,5.38,5.27,28.405484110957595
117,Dee Gordon,Mariners,2B/OF,4000,6.94,5.4,5.84,51.09118788653667
118,Asdrubal Cabrera,Phillies,2B/SS,4000,8.32,6.61,8.05,41.38637093943835
119,Kevin Pillar,Blue Jays,OF,4000,6.93,5.74,6.29,31.70445616693193
120,Nick Williams,Phillies,OF,4000,7.57,5.55,6.9,37.521395775941244
121,Ian Kinsler,Red Sox,2B,4000,7.31,5.52,7.31,59.660226696290906
122,Adam Jones,Orioles,OF,4000,7.61,7.89,7.45,47.130992670749634
123,Jonathan Villar,Orioles,2B,4000,8.11,7.21,7.95,38.410919905381505
124,Rougned Odor,Rangers,2B,4000,7.6,7.27,7.79,43.45039269277479
125,Jeimer Candelario,Tigers,3B,4000,7.86,7.82,7.94,35.50939450160229
126,Jose Bautista,Mets,3B/OF,4000,7.1,6.04,6.61,50.780714789694365
127,Amed Rosario,Mets,SS,4000,7.5,6.39,6.65,29.690210395573782
128,Derek Dietrich,Marlins,1B/OF,4000,7.5,6.31,6.19,28.601379902816188
129,Ender Inciarte,Braves,OF,4000,8.59,7.28,6.44,42.97497102070992
130,Johan Camargo,Braves,3B/SS,4000,8.26,6.49,5.74,31.741044423440446
131,Ben Gamel,Mariners,OF,3900,7.53,6.28,5.95,26.40190472855868
132,Justin Smoak,Blue Jays,1B,3900,7.7,7.28,7.74,29.97566081024822
133,Tommy Pham,Rays,OF,3900,7.95,6.88,8.13,42.2077563799622
134,Willy Adames,Rays,2B/SS,3900,6.52,5.57,5.94,35.0
135,Gleyber Torres,Yankees,2B,3900,8.07,7.09,6.92,46.83223363980532
136,Yonder Alonso,Indians,1B,3900,8.17,6.62,7.8,28.8
137,Brandon Belt,Giants,1B,3900,8.38,7.08,8.41,41.762413929213636
138,Jurickson Profar,Rangers,3B/SS,3900,6.65,7.26,6.63,28.67899173043816
139,Matt Davidson,White Sox,1B/3B,3900,5.86,7.03,5.97,32.58131230522891
140,Niko Goodrum,Tigers,2B/OF,3900,7.83,7.85,7.57,28.46705482041588
141,Yoan Moncada,White Sox,2B,3900,7.28,7.45,7.14,40.93700929752065
142,Corey Dickerson,Pirates,OF,3900,8.23,6.63,7.87,41.83786165461245
143,Eric Hosmer,Padres,1B,3900,6.66,6.53,7.34,46.34090088411048
144,Max Kepler,Twins,OF,3900,6.5,6.6,6.72,36.88953701927031
145,Brian Anderson,Marlins,3B/OF,3900,7.42,6.32,5.84,38.4568888888889
146,Ketel Marte,Diamondbacks,2B/SS,3800,7.06,6.74,6.62,30.435593158099607
147,Brock Holt,Red Sox,2B/SS,3800,6.15,5.61,5.35,26.559637188208608
148,Renato Nunez,Orioles,3B,3800,6.87,5.78,6.17,14.136899862825784
149,Austin Romine,Yankees,C,3800,6.23,4.69,5.12,14.035577057028155
150,Greg Allen,Indians,OF,3800,6.96,6.09,6.11,16.2
151,Steven Duggar,Giants,OF,3800,6.12,5.75,6.21,35.0
152,Yolmer Sanchez,White Sox,3B,3800,7.4,7.61,6.32,25.388207283044967
153,Daniel Palka,White Sox,OF,3800,7.51,7.57,6.51,35.875874258300726
154,Kole Calhoun,Angels,OF,3800,6.57,7.3,6.0,41.13300328731098
155,David Freese,Pirates,1B/3B,3800,7.68,7.05,7.32,31.051609773097674
156,Mike Moustakas,Brewers,3B,3800,9.03,7.71,8.06,35.45149419653017
157,Stephen Piscotty,Athletics,OF,3800,7.87,6.49,7.8,40.85743340542183
158,Nick Martini,Athletics,OF,3800,7.75,8.04,6.61,35.0
159,Kevin Plawecki,Mets,C,3800,6.02,4.8,5.59,18.498202879970695
160,Kyle Seager,Mariners,3B,3700,8.02,7.45,7.65,44.89836253950014
161,Ji-Man Choi,Rays,1B,3700,7.64,6.48,7.16,17.023100936524454
162,Jason Kipnis,Indians,2B,3700,7.6,6.24,7.17,49.31550000479254
163,Joe Panik,Giants,2B,3700,7.39,6.68,7.16,35.49246719497061
164,Austin Slater,Giants,1B/OF,3700,6.9,6.39,7.31,24.548614958448763
165,Nomar Mazara,Rangers,OF,3700,7.19,6.24,7.01,40.42174513763418
166,Avisail Garcia,White Sox,OF,3700,7.5,7.75,6.78,36.83801231649428
167,Albert Pujols,Angels,1B,3700,7.13,6.0,6.16,74.19273003472223
168,Martin Maldonado,Astros,C,3700,5.77,4.52,5.11,16.696903734284106
169,Jonathan Schoop,Brewers,2B,3700,7.35,7.76,6.32,36.57000673062717
170,Josh Bell,Pirates,1B,3700,7.42,6.27,6.4,37.464168001493704
171,Austin Jackson,Mets,OF,3700,7.4,5.96,5.97,41.92725361117047
172,Rafael Ortega,Marlins,OF,3700,7.89,7.12,6.0,21.461669953977648
173,Kevin Kiermaier,Rays,OF,3600,7.4,6.41,7.47,35.92221024943311
174,Matt Duffy,Rays,3B,3600,7.57,5.62,6.95,33.4159122085048
175,Neil Walker,Yankees,1B/2B,3600,7.86,7.97,6.28,39.95547978160685
176,Salvador Perez,Royals,C,3600,7.01,6.29,7.81,35.999922601451225
177,Evan Longoria,Giants,3B,3600,7.28,7.37,8.0,53.250001288285716
178,Andrelton Simmons,Angels,SS,3600,6.53,6.48,5.44,32.259136475333946
179,Freddy Galvis,Padres,SS,3600,5.48,5.26,5.92,27.26460792576555
180,Ramon Laureano,Athletics,OF,3600,7.47,5.27,7.13,35.0
181,Mitch Garver,Twins,C,3600,7.21,6.39,6.79,18.7995283446712
182,Wilmer Difo,Nationals,2B/3B,3600,6.15,5.63,6.15,15.128198770085303
183,Austin Dean,Marlins,OF,3600,7.1,5.65,5.05,35.0
184,Nick Ahmed,Diamondbacks,SS,3500,6.69,6.95,6.41,22.599684440166094
185,Aledmys Diaz,Blue Jays,SS,3500,6.56,4.95,6.11,38.84711357340721
186,Trey Mancini,Orioles,1B/OF,3500,7.77,6.86,7.61,38.169821673525384
187,Yan Gomes,Indians,C,3500,6.96,5.67,7.25,29.975390266299357
188,Brett Phillips,Royals,OF,3500,5.37,4.67,5.74,17.605709342560555
189,Ryan O'Hearn,Royals,1B,3500,6.12,5.36,5.93,35.0
190,Buster Posey,Giants,C,3500,7.46,7.63,7.83,47.01505529307211
191,Jim Adduci,Tigers,1B,3500,7.35,7.08,6.61,14.000222222222225
192,Jefry Marte,Angels,1B/3B,3500,6.09,5.39,4.49,17.636515684576988
193,David Fletcher,Angels,2B/3B,3500,6.83,6.78,5.58,23.57551020408164
194,Matt Wieters,Nationals,C,3500,6.73,5.8,6.16,32.348502783517
195,Alex Avila,Diamondbacks,C,3400,5.99,5.94,5.87,25.886153581352477
196,Tim Beckham,Orioles,3B/SS,3400,7.05,6.07,6.98,30.54671907978878
197,Lucas Duda,Royals,1B,3400,7.27,7.19,8.18,37.067746929325686
198,Brandon Crawford,Giants,SS,3400,6.97,6.33,7.05,29.930280268433947
199,Victor Martinez,Tigers,1B,3400,6.76,6.97,6.4,45.202889383140814
200,Jose Iglesias,Tigers,SS,3400,7.34,6.78,7.24,24.402877413527044
201,Marwin Gonzalez,Astros,OF/SS,3400,7.42,7.31,6.19,25.791842328883533
202,Adeiny Hechavarria,Pirates,SS,3400,6.03,5.46,5.37,22.018031899817053
203,Jose Pirela,Padres,2B/OF,3400,7.0,6.7,6.33,24.250601136213504
204,Logan Forsythe,Twins,2B,3400,7.76,7.15,7.59,26.909747619945325
205,Jake Cave,Twins,OF,3400,6.13,4.99,5.39,25.521262002743484
206,Mike Zunino,Mariners,C,3300,6.91,7.14,6.61,25.364946493493147
207,Devon Travis,Blue Jays,2B,3300,7.23,6.38,6.93,39.96299913817868
208,Tony Wolters,Rockies,C,3300,5.92,6.01,5.72,16.892970521541947
209,Robinson Chirinos,Rangers,C,3300,5.96,5.35,6.68,30.107666645816394
210,Josh Reddick,Astros,OF,3300,6.49,5.51,5.93,36.65145405613226
211,Taylor Ward,Angels,3B,3300,5.86,5.2,5.27,35.0
212,Manuel Margot,Padres,OF,3300,5.92,4.21,6.12,34.917280300994356
213,Elvis Andrus,Rangers,SS,3200,7.47,6.1,7.5,44.82138341764122
214,Mikie Mahtook,Tigers,OF,3200,6.66,6.21,6.93,24.373538347076696
215,Adam Engel,White Sox,OF,3200,5.74,5.73,4.73,16.74361595369787
216,Austin Hedges,Padres,C,3200,6.76,5.51,6.44,19.483059025712212
217,Magneuris Sierra,Marlins,OF,3200,5.52,4.68,4.18,35.0
218,Richard Urena,Blue Jays,2B/SS,3100,5.16,3.04,5.03,35.0
219,Alex Gordon,Royals,OF,3100,6.81,8.39,7.31,41.30964898367827
220,Victor Reyes,Tigers,OF,3100,5.64,4.57,5.35,7.2
221,Austin Barnes,Dodgers,C,3100,6.18,5.45,5.23,12.547513050903374
222,Michael Perez,Rays,C,3000,5.88,3.44,4.9,35.0
223,Craig Gentry,Orioles,OF,2900,6.13,5.53,5.48,13.309672987703257
224,Ronald Torreyes,Yankees,2B/SS,2900,6.03,5.54,4.17,14.055533234343612
225,Erik Kratz,Brewers,C,2900,6.39,3.39,5.2,14.067069277649566
226,Alcides Escobar,Royals,SS,2800,4.9,2.63,5.0,28.611413042136288
227,Rosell Herrera,Royals,OF,2800,5.9,6.75,6.33,16.82663495838288
228,Rene Rivera,Angels,C,2800,6.24,6.12,5.79,14.023080272898822
229,Franmil Reyes,Padres,OF,2800,7.37,5.03,5.81,18.639349112426032
230,Jonathan Lucroy,Athletics,C,2800,6.08,4.71,6.15,34.936879028736136
231,Sandy Leon,Red Sox,C,2700,5.7,4.97,4.8,19.45826446280992
232,James McCann,Tigers,C,2700,5.56,5.05,6.06,22.969221571993483
