PLAYERID,PLAYER,SALARY,OPP,POS,TEAM,SCHEDULE_ID,NAME,OL,2H,BPC,PPC,MPC,CATCHER,UMPIRE,PARK,ROOF,PLATOON,GVF,HFA,DH,DK,IP,ERA,W,L,QS,CG,CGSH,K,BB,HBP,H,HR,ER,FPTS,FPTS/$
11168,Alex Cobb,5200,NYY,SP,BAL,46131,Alex Cobb,false,&nbsp,,96,97,117,Austin Wynns,&nbsp,,BAL,&nbsp,,5,0-1,true,true,13.52,6.14,4.05,0.35,0.37,0.5,0.02,0.01,4.31,1.79,0.28,13.52,2.6
35031,Sean Manaea,8200,MIN,SP,OAK,46134,Sean Manaea,false,&nbsp,,90,85,115,Jonathan Lucroy,Mike Muchlinski (N),MIN,&nbsp,,3,---,false,true,12.49,5.1,4.78,0.31,0.35,0.34,0.02,0.01,4.7,1.5,0.19,5.35,12.49,1.52
10666,Jason Vargas,4800,WAS,SP,NYM,46142,Jason Vargas,false,&nbsp,,79,76,108,Devin Mesoraco,&nbsp,,NYM,&nbsp,,2,---,true,false,12.36,4.62,4.5,0.24,0.4,0.25,0,0,4.57,1.58,0.1,12.36,2.58
36765,Hector Velazquez,6000,TBR,SP,BOS,46136,Hector Velazquez,false,&nbsp,,88,85,88,Sandy Leon,&nbsp,,TBR,&nbsp,,4,---,false,true,11.67,5.08,4.45,0.33,0.33,0.33,0.01,0.01,4.21,1.99,0.28,11.67,1.95
11462,Wade Miley,6900,PIT,SP,MIL,46137,Wade Miley,false,&nbsp,,82,82,124,Manny Pina,&nbsp,,MIL,Open,2,---,true,false,11.61,4.98,4.2,0.31,0.33,0.3,0,0,3.96,1.8,0.16,4.89,11.61,1.68
34642,Alec Mills,4000,CIN,SP,CHC,46135,Alec Mills,true,&nbsp,,87,83,108,Willson Contreras,Larry Vanover (H),CHC,&nbsp,,5,---,true,false,11.33,5.07,4.63,0.38,0.26,0.33,0,0,3.89,1.52,0.17,5.26,11.33,2.83
13423,Erasmo Ramirez,5000,ARI,SP,SEA,46138,Erasmo Ramirez,false,&nbsp,,84,79,105,Mike Zunino,&nbsp,,ARI,Closed,5,---,false,false,11.06,4.83,4.69,0.22,0.43,0.29,0.01,0,4.12,1.44,0.18,4.95,11.06,2.21
34707,Antonio Senzatela,5500,STL,SP,COL,46141,Antonio Senzatela,false,&nbsp,,96,88,97,Tony Wolters,&nbsp,,COL,&nbsp,,7,---,true,false,11.03,5.31,4.99,0.34,0.32,0.38,0,0,4.1,1.55,0.24,11.03,2.01
13737,Miles Mikolas,7100,COL,SP,STL,46141,Miles Mikolas,false,&nbsp,,93,83,114,Yadier Molina,&nbsp,,COL,&nbsp,,5,---,false,false,9.5,5.09,5.25,0.27,0.39,0.35,0.02,0.01,3.65,0.97,0.18,9.5,1.34
36175,Ryan Borucki,5900,PHI,SP,TOR,46132,Ryan Borucki,false,&nbsp,,96,87,111,Danny Jansen,&nbsp,,TOR,Open,2,---,true,true,9.22,5.18,5.18,0.24,0.42,0.36,0,0,3.59,1.88,0.17,5.76,9.22,1.56
41612,Brad Keller,6200,CLE,SP,KCR,46145,Brad Keller,false,&nbsp,,94,90,112,Salvador Perez,&nbsp,,KCR,&nbsp,,2,1-1,true,true,8.64,5.46,4.6,0.27,0.41,0.39,0,0,2.9,2.04,0.22,8.64,1.39
37991,Jalen Beeks,5600,BOS,SP,TBR,46136,Jalen Beeks,false,&nbsp,,71,62,108,Michael Perez,&nbsp,,TBR,&nbsp,,3,---,true,true,8.32,3.58,5.12,0.27,0.39,0.09,0,0,3.23,1.62,0.14,8.32,1.49
13431,Drew Hutchison,6600,SFG,SP,TEX,46143,Drew Hutchison,false,&nbsp,,77,68,109,Robinson Chirinos,&nbsp,,SFG,&nbsp,,5,---,false,false,7.72,3.96,5.11,0.18,0.42,0.15,0,0,3.1,1.73,0.17,7.72,1.17
13517,Matt Harvey,6500,CHC,SP,CIN,46135,Matt Harvey,true,&nbsp,,91,75,116,Tucker Barnhart,Larry Vanover (H),CHC,&nbsp,,4,---,false,false,7.71,4.31,5.95,0.18,0.45,0.23,0,0,3.54,1.8,0.19,4.83,7.71,1.19
10674,Clayton Richard,5400,LAD,SP,SDP,46133,Clayton Richard,false,&nbsp,,91,75,125,A.J. Ellis,&nbsp,,LAD,&nbsp,,2,1-3,false,false,6.57,4.29,5.88,0.13,0.51,0.22,0,0,3.11,2.03,0.2,6.57,1.22
