,Year,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,wSB,wRC,wRAA,wOBA,wRC+
428,2005,Red Sox,2344.0,5626.0,6403.0,1579.0,1020.0,339.0,21.0,199.0,910.0,863.0,653.0,34.0,1044.0,47.0,63.0,14.0,135.0,45.0,12.0,0.281,10.2,16.3,0.63,0.357,0.454,0.811,0.174,3.9,0.31,-11.4,7.0,1.5,906.0,138.1,0.352,112.0
429,2005,Devil Rays,2245.0,5552.0,6120.0,1519.0,1033.0,289.0,40.0,157.0,750.0,717.0,412.0,25.0,990.0,69.0,51.0,34.0,133.0,151.0,49.0,0.274,6.7,16.2,0.42,0.329,0.425,0.754,0.151,5.4,0.306,5.9,-3.1,7.5,741.0,6.8,0.327,101.0
430,2005,Tigers,2211.0,5602.0,6136.0,1521.0,1025.0,283.0,45.0,168.0,723.0,678.0,384.0,24.0,1038.0,53.0,52.0,44.0,138.0,66.0,28.0,0.272,6.3,16.9,0.37,0.321,0.428,0.75,0.157,4.5,0.304,7.2,-1.1,-0.6,727.0,-9.0,0.324,99.0
431,2005,Angels,2234.0,5624.0,6186.0,1520.0,1065.0,278.0,30.0,147.0,761.0,726.0,447.0,51.0,848.0,29.0,39.0,43.0,126.0,161.0,57.0,0.27,7.2,13.7,0.53,0.325,0.409,0.734,0.139,5.1,0.294,-1.8,-1.1,6.2,705.0,-37.0,0.319,96.0
432,2005,Cubs,2276.0,5584.0,6161.0,1506.0,966.0,323.0,23.0,194.0,703.0,674.0,419.0,49.0,920.0,50.0,37.0,69.0,131.0,65.0,39.0,0.27,6.8,14.9,0.46,0.324,0.44,0.764,0.17,3.7,0.291,2.5,-2.8,-5.3,754.0,14.9,0.329,95.0
433,2005,Orioles,2323.0,5551.0,6134.0,1492.0,980.0,296.0,27.0,189.0,729.0,700.0,447.0,31.0,902.0,54.0,42.0,40.0,145.0,83.0,37.0,0.269,7.3,14.7,0.5,0.327,0.434,0.761,0.165,4.3,0.289,-5.5,-3.0,-1.0,754.0,19.0,0.33,101.0
434,2005,Rockies,2302.0,5544.0,6240.0,1478.0,1014.0,280.0,34.0,150.0,741.0,704.0,509.0,36.0,1103.0,64.0,34.0,88.0,125.0,65.0,32.0,0.267,8.2,17.7,0.46,0.333,0.411,0.744,0.144,4.1,0.307,-9.1,1.0,-2.6,741.0,-7.6,0.325,85.0
435,2005,Braves,2347.0,5486.0,6186.0,1453.0,924.0,308.0,37.0,184.0,769.0,733.0,534.0,56.0,1084.0,45.0,46.0,75.0,146.0,92.0,32.0,0.265,8.6,17.5,0.49,0.333,0.435,0.768,0.17,4.8,0.298,-1.5,-3.1,2.9,766.0,24.5,0.331,100.0
436,2005,Athletics,2164.0,5627.0,6275.0,1476.0,991.0,310.0,20.0,155.0,772.0,739.0,537.0,22.0,819.0,52.0,40.0,19.0,148.0,31.0,22.0,0.262,8.6,13.1,0.66,0.33,0.407,0.737,0.145,3.3,0.281,17.7,-0.4,-5.3,738.0,-14.3,0.323,99.0
437,2005,Giants,2360.0,5462.0,6077.0,1427.0,974.0,299.0,26.0,128.0,649.0,617.0,431.0,26.0,901.0,49.0,44.0,91.0,147.0,71.0,35.0,0.261,7.1,14.8,0.48,0.319,0.396,0.714,0.135,4.1,0.29,-3.9,-7.5,-2.5,656.0,-72.3,0.312,86.0
438,2005,Brewers,2226.0,5448.0,6156.0,1413.0,892.0,327.0,19.0,175.0,726.0,689.0,531.0,55.0,1162.0,73.0,38.0,66.0,137.0,79.0,34.0,0.259,8.6,18.9,0.46,0.331,0.423,0.754,0.163,4.0,0.298,1.0,-5.7,-0.5,740.0,2.3,0.327,95.0
439,2005,Twins,2235.0,5564.0,6192.0,1441.0,1006.0,269.0,32.0,134.0,688.0,644.0,485.0,49.0,978.0,59.0,42.0,42.0,155.0,102.0,44.0,0.259,7.8,15.8,0.5,0.323,0.391,0.714,0.132,4.5,0.291,-3.7,-10.6,-0.2,670.0,-72.4,0.312,89.0
440,2005,Padres,2380.0,5502.0,6271.0,1416.0,978.0,269.0,39.0,130.0,684.0,655.0,600.0,41.0,977.0,49.0,48.0,72.0,122.0,99.0,44.0,0.257,9.6,15.6,0.61,0.333,0.391,0.724,0.134,4.6,0.289,-3.4,4.0,-0.9,707.0,-44.9,0.318,98.0
441,2005,Diamondbacks,2370.0,5550.0,6327.0,1419.0,910.0,291.0,27.0,191.0,696.0,670.0,606.0,51.0,1094.0,55.0,45.0,71.0,132.0,67.0,26.0,0.256,9.6,17.3,0.55,0.332,0.421,0.754,0.165,3.9,0.285,3.8,-2.8,0.3,761.0,2.3,0.328,91.0
442,2005,Dodgers,2351.0,5433.0,6134.0,1374.0,920.0,284.0,21.0,149.0,685.0,653.0,541.0,30.0,1094.0,67.0,33.0,57.0,139.0,58.0,35.0,0.253,8.8,17.8,0.49,0.326,0.395,0.721,0.142,3.6,0.29,-14.0,-2.2,-5.2,686.0,-49.5,0.317,91.0
443,2005,Yankees,2319.0,5624.0,6406.0,1552.0,1048.0,259.0,16.0,229.0,886.0,847.0,637.0,41.0,989.0,73.0,43.0,28.0,125.0,84.0,27.0,0.276,9.9,15.4,0.64,0.355,0.45,0.805,0.174,4.0,0.297,-14.5,8.1,3.0,895.0,127.0,0.35,116.0
444,2005,Marlins,2296.0,5502.0,6214.0,1499.0,1033.0,306.0,32.0,128.0,717.0,678.0,512.0,61.0,918.0,67.0,50.0,82.0,144.0,96.0,38.0,0.272,8.2,14.8,0.56,0.339,0.409,0.748,0.137,4.5,0.304,-4.2,-3.9,1.0,742.0,-3.6,0.326,98.0
445,2005,Indians,2166.0,5609.0,6255.0,1522.0,948.0,337.0,30.0,207.0,790.0,760.0,503.0,33.0,1093.0,54.0,50.0,39.0,128.0,62.0,36.0,0.271,8.0,17.5,0.46,0.334,0.453,0.787,0.181,4.0,0.302,8.5,-0.1,-4.8,822.0,71.6,0.34,110.0
446,2005,Cardinals,2324.0,5538.0,6246.0,1494.0,1011.0,287.0,26.0,170.0,805.0,757.0,534.0,60.0,947.0,62.0,35.0,77.0,127.0,83.0,36.0,0.27,8.5,15.2,0.56,0.339,0.423,0.762,0.153,4.5,0.297,8.1,1.6,-0.7,772.0,23.1,0.331,100.0
447,2005,Phillies,2273.0,5542.0,6345.0,1494.0,1010.0,282.0,35.0,167.0,807.0,760.0,639.0,76.0,1083.0,56.0,46.0,62.0,107.0,116.0,27.0,0.27,10.1,17.1,0.59,0.348,0.423,0.772,0.154,5.1,0.306,-10.8,10.5,9.5,804.0,43.1,0.335,98.0
448,2005,Rangers,2193.0,5716.0,6301.0,1528.0,928.0,311.0,29.0,260.0,865.0,834.0,495.0,20.0,1112.0,48.0,32.0,9.0,123.0,67.0,15.0,0.267,7.9,17.6,0.45,0.329,0.468,0.798,0.201,4.5,0.29,-0.3,1.5,5.0,847.0,91.9,0.344,106.0
449,2005,Blue Jays,2281.0,5581.0,6233.0,1480.0,998.0,307.0,39.0,136.0,775.0,735.0,486.0,18.0,955.0,89.0,56.0,21.0,126.0,72.0,35.0,0.265,7.8,15.3,0.51,0.331,0.407,0.738,0.142,4.6,0.296,9.9,4.9,-2.5,734.0,-13.7,0.323,94.0
450,2005,Royals,2259.0,5503.0,6086.0,1445.0,996.0,289.0,34.0,126.0,701.0,653.0,424.0,23.0,1008.0,63.0,50.0,46.0,139.0,53.0,33.0,0.263,7.0,16.6,0.42,0.32,0.396,0.716,0.134,4.0,0.298,11.3,0.3,-5.3,665.0,-64.9,0.313,87.0
451,2005,White Sox,2208.0,5529.0,6146.0,1450.0,974.0,253.0,23.0,200.0,741.0,713.0,435.0,27.0,1002.0,79.0,49.0,53.0,122.0,137.0,67.0,0.262,7.1,16.3,0.43,0.322,0.425,0.747,0.163,4.5,0.286,0.5,0.4,-2.8,729.0,-7.9,0.324,95.0
452,2005,Reds,2309.0,5565.0,6321.0,1453.0,881.0,335.0,15.0,222.0,820.0,784.0,611.0,42.0,1303.0,62.0,39.0,43.0,116.0,72.0,23.0,0.261,9.7,20.6,0.47,0.339,0.446,0.785,0.185,3.9,0.302,9.5,0.8,2.6,828.0,70.2,0.34,103.0
453,2005,Pirates,2289.0,5573.0,6221.0,1445.0,976.0,292.0,38.0,139.0,680.0,656.0,471.0,38.0,1092.0,72.0,49.0,56.0,130.0,73.0,30.0,0.259,7.6,17.6,0.43,0.322,0.4,0.723,0.141,4.4,0.297,-4.2,-0.7,-0.1,687.0,-58.7,0.315,89.0
454,2005,Mets,2213.0,5505.0,6146.0,1421.0,935.0,279.0,32.0,175.0,722.0,683.0,486.0,49.0,1075.0,48.0,38.0,69.0,104.0,153.0,40.0,0.258,7.9,17.5,0.45,0.322,0.416,0.738,0.158,5.1,0.29,6.1,3.1,11.8,701.0,-35.7,0.32,93.0
455,2005,Astros,2324.0,5462.0,6139.0,1400.0,926.0,281.0,32.0,161.0,693.0,654.0,481.0,43.0,1037.0,72.0,42.0,82.0,116.0,115.0,44.0,0.256,7.8,16.9,0.46,0.322,0.408,0.73,0.152,4.7,0.288,-3.9,1.3,2.5,691.0,-45.1,0.318,90.0
456,2005,Mariners,2258.0,5507.0,6095.0,1408.0,955.0,289.0,34.0,130.0,699.0,657.0,466.0,50.0,986.0,48.0,37.0,37.0,115.0,102.0,47.0,0.256,7.6,16.2,0.47,0.317,0.391,0.709,0.136,4.6,0.289,3.5,4.9,-1.3,644.0,-86.9,0.309,90.0
457,2005,Nationals,2352.0,5426.0,6142.0,1367.0,907.0,311.0,32.0,117.0,639.0,615.0,491.0,55.0,1090.0,89.0,45.0,91.0,130.0,45.0,45.0,0.252,8.0,17.7,0.45,0.322,0.386,0.708,0.134,3.5,0.293,-3.0,-1.5,-11.9,646.0,-90.2,0.309,88.0
458,2006,Twins,2226.0,5602.0,6228.0,1608.0,1156.0,275.0,34.0,143.0,801.0,754.0,490.0,46.0,872.0,50.0,55.0,31.0,163.0,101.0,42.0,0.287,7.9,14.0,0.56,0.347,0.425,0.771,0.138,4.6,0.316,12.1,-12.9,-0.6,796.0,14.7,0.334,101.0
459,2006,Blue Jays,2329.0,5596.0,6241.0,1591.0,1017.0,348.0,27.0,199.0,809.0,778.0,514.0,31.0,906.0,63.0,52.0,16.0,166.0,65.0,33.0,0.284,8.2,14.5,0.57,0.348,0.463,0.811,0.179,4.1,0.306,-0.8,-10.5,-3.7,874.0,90.7,0.349,107.0
460,2006,White Sox,2286.0,5657.0,6318.0,1586.0,1039.0,291.0,20.0,236.0,868.0,839.0,502.0,33.0,1056.0,58.0,57.0,44.0,118.0,93.0,48.0,0.28,7.9,16.7,0.48,0.342,0.464,0.806,0.184,4.2,0.305,-10.9,7.2,-4.7,869.0,75.8,0.346,103.0
461,2006,Orioles,2295.0,5610.0,6240.0,1556.0,1084.0,288.0,20.0,164.0,768.0,727.0,474.0,35.0,878.0,73.0,41.0,40.0,145.0,121.0,32.0,0.277,7.6,14.1,0.54,0.339,0.424,0.763,0.146,4.6,0.302,-11.3,-1.0,7.8,780.0,-2.9,0.331,96.0
462,2006,Angels,2264.0,5609.0,6221.0,1539.0,1042.0,309.0,29.0,159.0,766.0,737.0,486.0,49.0,914.0,42.0,53.0,31.0,126.0,148.0,57.0,0.274,7.8,14.7,0.53,0.334,0.425,0.759,0.15,4.9,0.301,9.8,-0.9,2.4,758.0,-22.8,0.327,95.0
463,2006,Mariners,2259.0,5670.0,6213.0,1540.0,1060.0,266.0,42.0,172.0,756.0,703.0,404.0,49.0,974.0,63.0,38.0,38.0,117.0,106.0,37.0,0.272,6.5,15.7,0.41,0.325,0.424,0.749,0.153,5.0,0.3,-3.2,4.4,2.8,731.0,-48.6,0.322,95.0
464,2006,Braves,2435.0,5583.0,6284.0,1510.0,950.0,312.0,26.0,222.0,849.0,818.0,526.0,48.0,1169.0,52.0,44.0,78.0,132.0,52.0,35.0,0.27,8.4,18.6,0.45,0.337,0.455,0.791,0.184,4.0,0.304,-4.8,-1.5,-7.1,821.0,32.1,0.339,100.0
465,2006,Cardinals,2359.0,5522.0,6225.0,1484.0,981.0,292.0,27.0,184.0,781.0,745.0,531.0,70.0,922.0,61.0,40.0,71.0,129.0,59.0,32.0,0.269,8.5,14.8,0.58,0.337,0.431,0.769,0.163,4.0,0.292,10.5,-0.2,-4.4,774.0,-7.3,0.331,98.0
466,2006,Cubs,2399.0,5587.0,6147.0,1496.0,1013.0,271.0,46.0,166.0,716.0,677.0,395.0,24.0,928.0,43.0,37.0,84.0,135.0,121.0,49.0,0.268,6.4,15.1,0.43,0.319,0.422,0.741,0.154,5.0,0.294,2.4,-4.0,0.6,705.0,-66.7,0.32,84.0
467,2006,Diamondbacks,2282.0,5645.0,6330.0,1506.0,977.0,331.0,38.0,160.0,773.0,743.0,504.0,47.0,965.0,67.0,53.0,61.0,136.0,76.0,30.0,0.267,8.0,15.2,0.52,0.331,0.424,0.755,0.157,4.6,0.294,-3.9,-2.6,-0.1,758.0,-36.4,0.326,87.0
468,2006,Marlins,2354.0,5502.0,6191.0,1454.0,921.0,309.0,42.0,182.0,758.0,713.0,497.0,55.0,1249.0,74.0,42.0,76.0,109.0,110.0,58.0,0.264,8.0,20.2,0.4,0.331,0.435,0.766,0.171,4.8,0.309,15.3,2.8,-5.5,760.0,-16.8,0.329,96.0
469,2006,Padres,2396.0,5576.0,6287.0,1465.0,968.0,298.0,38.0,161.0,731.0,698.0,564.0,37.0,1104.0,40.0,47.0,59.0,127.0,123.0,31.0,0.263,9.0,17.6,0.51,0.332,0.416,0.749,0.154,5.1,0.299,-3.6,0.0,8.8,748.0,-41.4,0.325,99.0
470,2006,Athletics,2197.0,5500.0,6281.0,1429.0,966.0,266.0,22.0,175.0,771.0,735.0,650.0,28.0,976.0,50.0,56.0,25.0,170.0,61.0,20.0,0.26,10.3,15.5,0.67,0.34,0.412,0.752,0.152,3.9,0.285,-13.7,-3.9,1.1,771.0,-17.1,0.328,97.0
471,2006,Brewers,2206.0,5433.0,6130.0,1400.0,899.0,301.0,20.0,180.0,730.0,695.0,502.0,48.0,1233.0,82.0,53.0,58.0,134.0,71.0,37.0,0.258,8.2,20.1,0.41,0.327,0.42,0.747,0.162,3.9,0.3,5.9,-3.3,-4.1,715.0,-54.1,0.322,89.0
472,2006,Astros,2393.0,5521.0,6326.0,1407.0,931.0,275.0,27.0,174.0,735.0,708.0,585.0,54.0,1076.0,73.0,46.0,100.0,122.0,79.0,36.0,0.255,9.2,17.0,0.54,0.332,0.409,0.741,0.154,4.2,0.286,5.3,2.6,-2.2,734.0,-60.0,0.322,90.0
473,2006,Yankees,2430.0,5651.0,6455.0,1608.0,1050.0,327.0,21.0,210.0,930.0,902.0,649.0,43.0,1053.0,72.0,49.0,34.0,139.0,139.0,35.0,0.285,10.1,16.3,0.62,0.363,0.461,0.824,0.177,4.9,0.315,-5.7,3.2,9.9,943.0,132.9,0.356,113.0
474,2006,Indians,2135.0,5619.0,6303.0,1576.0,1002.0,351.0,27.0,196.0,870.0,839.0,556.0,42.0,1204.0,54.0,43.0,30.0,127.0,55.0,23.0,0.28,8.8,19.1,0.46,0.349,0.457,0.806,0.177,4.2,0.324,-3.3,1.8,-1.4,873.0,82.0,0.347,108.0
475,2006,Rangers,2227.0,5659.0,6273.0,1571.0,1008.0,357.0,23.0,183.0,835.0,799.0,505.0,35.0,1061.0,40.0,50.0,18.0,148.0,53.0,24.0,0.278,8.1,16.9,0.48,0.338,0.446,0.784,0.168,3.9,0.311,-2.7,-2.6,-2.1,818.0,30.7,0.337,97.0
476,2006,Dodgers,2384.0,5628.0,6394.0,1552.0,1034.0,307.0,58.0,153.0,820.0,787.0,601.0,61.0,959.0,51.0,48.0,66.0,140.0,128.0,49.0,0.276,9.4,15.0,0.63,0.348,0.432,0.781,0.157,5.3,0.307,-4.8,-1.7,1.7,828.0,25.3,0.337,101.0
477,2006,Tigers,2214.0,5642.0,6198.0,1548.0,1011.0,294.0,40.0,203.0,822.0,785.0,430.0,27.0,1133.0,45.0,36.0,45.0,120.0,60.0,40.0,0.274,6.9,18.3,0.38,0.329,0.449,0.777,0.174,4.4,0.31,3.4,2.7,-7.7,789.0,11.4,0.334,99.0
478,2006,Royals,2272.0,5589.0,6229.0,1515.0,1019.0,335.0,37.0,124.0,757.0,718.0,474.0,32.0,1040.0,64.0,48.0,52.0,130.0,65.0,34.0,0.271,7.6,16.7,0.46,0.332,0.411,0.743,0.14,4.5,0.311,7.0,0.1,-4.1,736.0,-45.6,0.323,92.0
479,2006,Rockies,2306.0,5562.0,6348.0,1504.0,968.0,325.0,54.0,157.0,813.0,761.0,561.0,64.0,1108.0,60.0,45.0,119.0,119.0,85.0,50.0,0.27,8.8,17.5,0.51,0.341,0.433,0.774,0.163,4.9,0.31,-2.8,7.2,-7.1,795.0,-1.5,0.333,87.0
480,2006,Red Sox,2346.0,5619.0,6435.0,1510.0,975.0,327.0,16.0,192.0,820.0,777.0,672.0,56.0,1056.0,66.0,56.0,22.0,136.0,51.0,23.0,0.269,10.4,16.4,0.64,0.351,0.435,0.786,0.166,3.4,0.298,-10.6,2.6,-2.3,856.0,48.6,0.34,100.0
481,2006,Phillies,2410.0,5687.0,6509.0,1518.0,967.0,294.0,41.0,216.0,865.0,823.0,626.0,67.0,1203.0,95.0,44.0,57.0,115.0,92.0,25.0,0.267,9.6,18.5,0.52,0.347,0.447,0.794,0.18,4.9,0.302,4.9,8.5,5.1,869.0,51.8,0.341,100.0
482,2006,Mets,2279.0,5558.0,6291.0,1469.0,905.0,323.0,41.0,200.0,834.0,800.0,547.0,63.0,1071.0,62.0,47.0,77.0,114.0,146.0,35.0,0.264,8.7,17.0,0.51,0.334,0.445,0.78,0.181,5.6,0.293,2.5,6.3,11.7,796.0,6.4,0.334,99.0
483,2006,Pirates,2325.0,5558.0,6218.0,1462.0,1018.0,286.0,17.0,141.0,691.0,656.0,459.0,49.0,1200.0,89.0,49.0,62.0,153.0,68.0,23.0,0.263,7.4,19.3,0.38,0.327,0.397,0.723,0.134,4.0,0.31,2.1,-5.6,1.3,686.0,-94.2,0.315,86.0
484,2006,Nationals,2430.0,5495.0,6283.0,1437.0,929.0,322.0,22.0,164.0,746.0,695.0,594.0,66.0,1156.0,69.0,49.0,76.0,119.0,123.0,62.0,0.262,9.5,18.4,0.51,0.338,0.418,0.756,0.156,4.3,0.301,7.4,0.7,-4.8,760.0,-28.3,0.327,96.0
485,2006,Giants,2313.0,5472.0,6136.0,1418.0,906.0,297.0,52.0,163.0,746.0,711.0,494.0,76.0,891.0,53.0,37.0,80.0,136.0,58.0,25.0,0.259,8.1,14.5,0.55,0.324,0.422,0.746,0.163,4.7,0.282,-11.0,-3.4,-1.4,706.0,-63.9,0.32,88.0
486,2006,Reds,2335.0,5515.0,6296.0,1419.0,899.0,291.0,12.0,217.0,749.0,718.0,614.0,52.0,1192.0,59.0,38.0,66.0,122.0,124.0,33.0,0.257,9.8,18.9,0.52,0.336,0.432,0.768,0.175,4.2,0.29,8.4,-0.1,8.1,787.0,-2.9,0.332,94.0
487,2006,Devil Rays,2247.0,5474.0,6041.0,1395.0,905.0,267.0,33.0,190.0,689.0,650.0,441.0,23.0,1106.0,47.0,43.0,35.0,101.0,134.0,52.0,0.255,7.3,18.3,0.4,0.314,0.42,0.733,0.165,4.8,0.285,-2.8,2.7,2.0,680.0,-78.6,0.316,89.0
488,2007,Yankees,2366.0,5717.0,6528.0,1656.0,1097.0,326.0,32.0,201.0,968.0,929.0,637.0,32.0,991.0,78.0,54.0,41.0,138.0,123.0,40.0,0.29,9.8,15.2,0.64,0.366,0.463,0.829,0.174,5.0,0.318,4.0,6.4,1.5,973.0,165.5,0.361,119.0
489,2007,Mariners,2338.0,5684.0,6209.0,1629.0,1170.0,284.0,22.0,153.0,794.0,754.0,389.0,32.0,861.0,62.0,40.0,33.0,154.0,81.0,30.0,0.287,6.3,13.9,0.45,0.337,0.425,0.762,0.138,4.3,0.313,-6.0,-1.7,-1.9,777.0,9.1,0.333,103.0
490,2007,Rockies,2407.0,5691.0,6498.0,1591.0,1071.0,313.0,36.0,171.0,860.0,823.0,622.0,51.0,1152.0,58.0,44.0,83.0,140.0,100.0,31.0,0.28,9.6,17.7,0.54,0.354,0.437,0.791,0.158,4.9,0.322,6.5,2.5,1.1,878.0,73.9,0.346,97.0
491,2007,Mets,2335.0,5605.0,6344.0,1543.0,1045.0,294.0,27.0,177.0,804.0,761.0,549.0,64.0,981.0,54.0,58.0,77.0,114.0,200.0,46.0,0.275,8.7,15.5,0.56,0.342,0.432,0.775,0.157,5.4,0.303,-2.2,1.4,15.0,807.0,22.3,0.336,100.0
492,2007,Braves,2398.0,5689.0,6374.0,1562.0,1031.0,328.0,27.0,176.0,810.0,781.0,534.0,43.0,1149.0,49.0,47.0,55.0,137.0,64.0,30.0,0.275,8.4,18.0,0.46,0.339,0.435,0.774,0.16,4.2,0.314,0.1,-1.0,-5.3,814.0,25.4,0.337,99.0
493,2007,Cardinals,2440.0,5529.0,6211.0,1513.0,1080.0,279.0,13.0,141.0,725.0,690.0,506.0,47.0,909.0,54.0,54.0,68.0,154.0,56.0,33.0,0.274,8.1,14.6,0.56,0.337,0.405,0.743,0.132,3.4,0.303,1.4,-5.9,-8.2,737.0,-31.0,0.326,94.0
494,2007,Cubs,2379.0,5643.0,6268.0,1530.0,1011.0,340.0,28.0,151.0,752.0,711.0,500.0,48.0,1054.0,40.0,37.0,48.0,127.0,86.0,33.0,0.271,8.0,16.8,0.47,0.333,0.422,0.754,0.15,4.4,0.308,-0.1,-1.9,-1.9,761.0,-14.4,0.329,90.0
495,2007,Devil Rays,2229.0,5593.0,6280.0,1500.0,986.0,291.0,36.0,187.0,782.0,750.0,545.0,31.0,1324.0,53.0,52.0,34.0,119.0,131.0,48.0,0.268,8.7,21.1,0.41,0.336,0.433,0.769,0.165,5.1,0.318,5.3,2.7,0.4,799.0,22.6,0.335,103.0
496,2007,Reds,2383.0,5607.0,6332.0,1496.0,976.0,293.0,23.0,204.0,783.0,747.0,536.0,51.0,1113.0,66.0,46.0,73.0,140.0,97.0,31.0,0.267,8.5,17.6,0.48,0.335,0.436,0.772,0.17,4.3,0.298,-5.7,-2.5,1.0,799.0,15.7,0.335,94.0
497,2007,Rangers,2313.0,5555.0,6214.0,1460.0,947.0,298.0,36.0,179.0,816.0,768.0,503.0,27.0,1224.0,56.0,42.0,57.0,129.0,88.0,25.0,0.263,8.1,19.7,0.41,0.328,0.426,0.754,0.163,5.1,0.305,10.7,-0.1,2.0,757.0,-12.0,0.329,94.0
498,2007,Brewers,2330.0,5554.0,6238.0,1455.0,877.0,310.0,37.0,231.0,801.0,774.0,501.0,60.0,1137.0,76.0,47.0,60.0,112.0,96.0,32.0,0.262,8.0,18.2,0.44,0.329,0.456,0.785,0.194,4.9,0.289,6.1,0.5,0.8,800.0,27.9,0.337,100.0
499,2007,Astros,2409.0,5605.0,6324.0,1457.0,967.0,293.0,30.0,167.0,723.0,700.0,547.0,40.0,1043.0,55.0,40.0,77.0,142.0,65.0,33.0,0.26,8.6,16.5,0.52,0.33,0.412,0.742,0.152,4.0,0.291,-7.9,-3.8,-6.2,742.0,-40.0,0.325,92.0
500,2007,Athletics,2220.0,5577.0,6365.0,1430.0,948.0,295.0,16.0,171.0,741.0,711.0,664.0,29.0,1119.0,49.0,56.0,18.0,142.0,52.0,20.0,0.256,10.4,17.6,0.59,0.338,0.407,0.745,0.151,3.3,0.29,-3.7,0.2,-3.5,773.0,-14.8,0.328,99.0
501,2007,Giants,2371.0,5538.0,6213.0,1407.0,972.0,267.0,37.0,131.0,683.0,641.0,532.0,74.0,907.0,39.0,36.0,67.0,142.0,119.0,33.0,0.254,8.6,14.6,0.59,0.322,0.387,0.708,0.133,5.0,0.281,-1.6,-7.9,4.8,656.0,-113.0,0.31,81.0
502,2007,Diamondbacks,2305.0,5398.0,6101.0,1350.0,853.0,286.0,40.0,171.0,712.0,687.0,532.0,38.0,1111.0,57.0,58.0,55.0,121.0,109.0,24.0,0.25,8.7,18.2,0.48,0.321,0.413,0.734,0.163,5.1,0.282,1.4,0.5,6.9,692.0,-62.4,0.32,82.0
503,2007,Tigers,2269.0,5757.0,6364.0,1652.0,1073.0,352.0,50.0,177.0,887.0,857.0,474.0,45.0,1054.0,56.0,45.0,31.0,128.0,103.0,30.0,0.287,7.4,16.6,0.45,0.345,0.458,0.802,0.171,5.5,0.323,3.5,1.9,2.6,872.0,84.6,0.347,108.0
504,2007,Angels,2230.0,5554.0,6198.0,1578.0,1108.0,324.0,23.0,123.0,822.0,776.0,507.0,55.0,883.0,40.0,65.0,32.0,146.0,139.0,55.0,0.284,8.2,14.2,0.57,0.345,0.417,0.762,0.133,4.8,0.315,6.2,-1.3,-1.2,775.0,8.7,0.333,100.0
505,2007,Red Sox,2278.0,5589.0,6426.0,1561.0,1008.0,352.0,35.0,166.0,867.0,829.0,689.0,54.0,1042.0,64.0,54.0,30.0,146.0,96.0,24.0,0.279,10.7,16.2,0.66,0.362,0.444,0.806,0.165,4.7,0.315,-7.9,-0.4,3.3,906.0,111.1,0.352,109.0
506,2007,Dodgers,2417.0,5614.0,6282.0,1544.0,1104.0,276.0,35.0,129.0,735.0,706.0,511.0,41.0,864.0,41.0,55.0,58.0,116.0,137.0,50.0,0.275,8.1,13.8,0.59,0.337,0.406,0.743,0.131,4.8,0.303,10.0,7.8,0.5,745.0,-32.5,0.326,94.0
507,2007,Phillies,2446.0,5688.0,6537.0,1558.0,978.0,326.0,41.0,213.0,892.0,850.0,641.0,74.0,1205.0,90.0,52.0,65.0,125.0,138.0,19.0,0.274,9.8,18.4,0.53,0.354,0.458,0.812,0.184,5.5,0.311,1.5,5.0,14.1,912.0,103.8,0.351,105.0
508,2007,Orioles,2348.0,5631.0,6264.0,1529.0,1051.0,306.0,30.0,142.0,756.0,718.0,500.0,31.0,939.0,47.0,47.0,38.0,139.0,144.0,42.0,0.272,8.0,15.0,0.53,0.333,0.412,0.746,0.141,5.0,0.302,-11.7,-2.9,5.6,753.0,-22.0,0.327,95.0
509,2007,Indians,2225.0,5604.0,6367.0,1504.0,994.0,305.0,27.0,178.0,811.0,784.0,590.0,56.0,1202.0,80.0,59.0,32.0,114.0,72.0,41.0,0.268,9.3,18.9,0.49,0.343,0.428,0.771,0.159,4.2,0.31,-1.9,10.7,-8.5,815.0,26.9,0.336,104.0
510,2007,Marlins,2423.0,5627.0,6344.0,1504.0,925.0,340.0,38.0,201.0,790.0,749.0,521.0,46.0,1332.0,82.0,42.0,72.0,107.0,105.0,34.0,0.267,8.2,21.0,0.39,0.336,0.448,0.784,0.181,5.0,0.315,-5.0,7.3,1.5,825.0,40.3,0.34,101.0
511,2007,Twins,2259.0,5522.0,6161.0,1460.0,1033.0,273.0,36.0,118.0,718.0,671.0,512.0,41.0,839.0,48.0,45.0,34.0,149.0,112.0,30.0,0.264,8.3,13.6,0.61,0.33,0.391,0.721,0.127,4.8,0.291,2.6,-4.4,4.4,689.0,-72.7,0.317,91.0
512,2007,Pirates,2304.0,5569.0,6214.0,1463.0,962.0,322.0,31.0,148.0,724.0,694.0,463.0,31.0,1135.0,71.0,51.0,60.0,130.0,68.0,30.0,0.263,7.5,18.3,0.41,0.325,0.411,0.736,0.149,4.2,0.303,-4.4,-1.9,-4.1,715.0,-53.2,0.322,90.0
513,2007,Royals,2294.0,5534.0,6140.0,1447.0,999.0,300.0,46.0,102.0,706.0,660.0,428.0,34.0,1069.0,89.0,47.0,41.0,151.0,78.0,44.0,0.261,7.0,17.4,0.4,0.322,0.388,0.71,0.126,4.9,0.305,11.6,-5.0,-8.2,663.0,-96.8,0.312,85.0
